word,chinese_translation,frequency_18901,review_count_18901,example_context
ferry,ferry (名词),65,56,"review_0f76c7a05318ec2e98ca0ebf :: Our flight was incredible! We did a 25 minute sightseeing tour from Friday Harbor. The team was able to accommodate us for a same day booking. The booking process was easy, and the..."
nick,nick (名词),65,51,"review_db5e5c0b8bea5149814c7adb :: What an awe-inspiring, gorgeous experience -- truly once in a lifetime.  And K2 is extremely professional and polished. The company declined to take us out when the weather was unc..."
boys,boys (名词),65,58,"review_28efb948a887db7190d66ddb :: Trip Reserved: Grand Canyon Deluxe with Hummer
Our Group: 2 families (4 adults, 2 teenage boys)

On a recent trip to Las Vegas, we wanted the views of the South Rim without the 9 h..."
nearby,nearby (形容词),65,62,review_3905519a1dd7aacea307ddb2 :: My family and I decided to take the longer Denali Flightseeing tour after many phone calls with Alaska Bush Floatplane's office staff. I spoke to both Molly and Nancy on different ...
matt,matt (名词),64,48,review_61a9d3d1fdbcd064bf4345ca :: We had an amazing Denali experience with Matt as our wonderful pilot!  Staff at the facility were very helpful and friendly making sure we knew what to do prior to boarding aircraf...
arizona,arizona (名词),64,59,review_562c5fdfe17c7e66d0793c87 :: This was THE MOST MEMORABLE thing we did on our 10 day trip Arizona. We covered from Tombstone  to Page and this left me speechless . It is a completely different perspective than ...
organization,organization (名词),63,63,"review_839e0560238a0af9aac3153f :: I am a terrible flier. As in PETRIFIED.  Somehow, though, this clean, well kept little dock caught my eye as my husband and I drove into Talkeetna for one overnight. Despite my fea..."
powell,powell (名词),63,52,"review_b243a59a8add46c46de7367e :: We added on extra on to the tour. The additional was a 45 minutes plane ride through the Grand Canyon, landing at Page, Arizona. While you have to meet the tour guides at the airpo..."
carter,carter (名词),63,46,review_272744901a607fb80a46e29c :: Jim is an excellent young pilot. He was a great at telling us the history. The national monument was originally proclaimed by President Jimmy Carter in December 1978 as Misty Fiord...
somewhat,somewhat (副词),63,59,"review_75c0009f552ea2a08b76e1a5 :: I signed us up for this excursion and was somewhat trepidation’s about whether I would enjoy it (this is where I confess I occasionally get motion sick). 

The plane was a 1955 de ..."
personality,personality (名词),63,63,"review_7de314c9f8f75a3978451ae4 :: While the flight was safe and we did see what was expected, we were really disappointed overall. When I asked to use the bathroom they explained their bathroom was out of service a..."
northern,northern (名词),63,60,"review_52347e1e494c72afee91a465 :: My cousin told us that the very best use of our money in Alaska would be on a scenic flight around Mt. McKinley. Even though they are expensive, she told us they are worth every pe..."
september,september (名词),63,63,"review_e47c958e8610fec2388087f6 :: Really enjoyed our seaplane tour on a beautiful September day! The pilot was very informative, and did a great job showing us the sights along the way.

Would definitely recommend ..."
previously,previously (副词),62,61,"review_49c2ef5a06a3097ccc5d571a :: Wow!  This flightseeing experience was simply amazing!  The rugged beauty of Denali and the Alaskan Range is quite striking when you are flying so close to it.  Our pilot, Mike, wa..."
larry,larry,61,44,review_2ac047f6e9cddab32a30937c :: Very nice and informative ride… spectacular views. Eric the pilot was a great cheerleader the whole trip and very knowledgeable ….only downside is we did not get to buzz The Four S...
definite,definite (形容词),61,61,review_d1dfc9b1dd7581a6f9d64e5f :: We had such an amazing time on our flight. We were worried we would regret not doing the glacier landing but we were able to enjoy all of the views and take tons of photos.  We wer...
spencer,spencer (名词),60,50,"review_5c40cb084ad0825e539cf485 :: Some places look pretty much like you see them in photos or in magazines or in a movie, but the Grand Canyon is so much more impressive when you actually see it for yourself. The M..."
pacific,pacific (名词),60,59,review_6b054c0464059e643d87c880 :: My daughter and I booked roundtrip tickets to the San Juan Islands for a day of whale watching.  The roundtrip experience on the sea plane was as awesome as our day on the water.  ...
personally,personally (副词),60,58,review_ed818a4e9f6f3477369ee75d :: The folks at Westwind Air do it right. Top notch service. We were greeted with smiling professional people. Snacks and beverages all ready for us. Our pilot ( Doug) was fantastic. ...
cent,cent (名词),60,60,review_2a8485ec6b1d000b7b581e6e :: This was one of the most exhilarating experiences I have had in my life! It is something that you need to experience for yourself - not something someone can tell you about. The wh...
hana,hana,59,53,"review_4470a0ed43f95fa32b534005 :: Our pilot was amazing and provided the details along with the amazing view of the valley, road to Hana and the waterfalls..."
voyager,voyager (名词),59,56,"review_9fb9fd1589f524df1b1f59d0 :: The Voyager flight around Denali was amazing, coupled with the glacier landing was a highlight for all of us.  A once in the lifetime experience and photo with the family...."
hanalei,hanalei,59,56,"review_04cf6d864f4e8ef3ddfa4676 :: We took to the air with our fabulous pilot Josh and it was a FANTASTIC experience from start to finish. (It was a smooth flight, but if you are prone to motion sickness, I suggest ..."
angel,angel (名词),59,55,"review_c803136cb08f61c5e42c910a :: The flight was incredible with great narration and awesome sights! Well worth it. 

What detracted from the experience was the lack of information up front, even when I called 1 da..."
april,april (名词),59,56,"review_aa3ade4352ba4f90776b398d :: NWS graciously accommodated me by dropping me off right at the dock of April Point Lodge on Quadra Island on its regular route from Renton to points farther west and north, picking..."
jason,jason (名词),57,39,"review_0f64fcd26f8ec1838fe744b8 :: The customer service and kindness of Meredith was outstanding!  She worked with us on the timing and also the safety of the trip, based on the weather which seems to change by the ..."
glen,glen (名词),57,46,review_719ddd3a71b6bbca72f2c51a :: Glen was a great pilot and we had a beautiful trip in the air and over the grand canyon. Glen was knowledgeable and kind but more importantly he kept us all safe. We really loved t...
sign,sign (名词),57,53,"review_52347e1e494c72afee91a465 :: My cousin told us that the very best use of our money in Alaska would be on a scenic flight around Mt. McKinley. Even though they are expensive, she told us they are worth every pe..."
stomach,stomach (名词),57,53,"review_e8fafb7c3ff7daf59ff5dc87 :: Highly recommend seeing the Grand Canyon from the air.  There are a couple of helicopter tours that leave out of the Tusayan airport.  Maverick is on the back side, or the second e..."
winter,winter (名词),57,55,"review_6eca5a5383f2e2c85d60f72b :: We were recommended of the place on the day of the tour, and decided to give it a shot. We get clear sky which gives us extremely beautiful view!! So stunning that it even looks fa..."
columbia,columbia (名词),57,56,review_d4b7b4ce8f5f74c6293cb6ee :: We used Northwest Seaplanes for a rather large family trip to the Hakai Lodge along the Central British Columbia Coast. They were able to handle our group of 29 with absolute profe...
hospitality,hospitality (名词),56,55,review_3cb4c53a6c1c62555cfbaa2c :: This is a bit of a mixed experience for us.  The floatplane ride to Caribou lodge was wonderful - the guided hike from Caribou Lodge at Boomerang Lake was really awesome - Zack sho...
experiencing,experiencing (动词),56,55,review_3cb4c53a6c1c62555cfbaa2c :: This is a bit of a mixed experience for us.  The floatplane ride to Caribou lodge was wonderful - the guided hike from Caribou Lodge at Boomerang Lake was really awesome - Zack sho...
joe,joe,56,47,review_e96f8fefa79bc3b04182dc35 :: Joe was an amazing host and pilot! He took us to see some of the most amazing sites of the mountains! Thank you Joe. This experience was worth every Penny we spent!!...
tusayan,tusayan,56,49,"review_f92ec5e57ea4f14fd64aa0a1 :: This is a great way to see the Grand Canyon! Was on time, smooth ride. Airport is very convenient to Tusayan town...."
havilland,havilland,56,56,"review_561e62e068e2f6ae156ccb22 :: It was a pleasure to fly in the De Havilland  Beaver sea plane and see the Seattle areas and San Juan islands for the first time.  Our pilot, Fields, gave us a great experience.  W..."
repeat,repeat (名词),56,56,"review_545efb1f7143e6c5bff8904b :: It was a wonderful experience with the pilot. He was nice to us and carefully explained to us all the details of the trip. When we finished, I took a souvenir photo with him . We r..."
environment,environment (名词),55,54,"review_1192844535cbd121c418d1bd :: I had a great experience with Friday Harbor Seaplanes. 
We arrived for our first flight 3hrs early and, without being asked, offered to move our flight up as soon as they were read..."
jim,jim,55,43,"review_feab92c48854090cb062148b :: With limited options due to covid, we needed to charter a flight out of Renton to Vancouver Island and Northwest was our recommended option. The team of Michelle, Shane and our pil..."
renton,renton,55,49,"review_029687fb2d1b40f2a955aa04 :: Friday Harbor sea planes  located in  Renton.  20 min from SeaTac.  Great pilots   If you can afford it will save 5-6 hours by going by ferry.  They are Friendly, knowledgeable and..."
bill,bill (名词),55,43,"review_200269cbaed5f93bf027342f :: From the moment we made an enquiring call to the last second we left the premises following the tour, the service was exceptional.  The Canyon overpass was spectacular and if you c..."
dinner,dinner (名词),55,50,"review_278b0c04c816a76305f2d62c :: Westwind is unquestionably one of the best experiences I have had in travel.  We were scheduled to fly to the Grand Canyon on December 28th.  On Christmas Eve, we saw that weather ..."
