word,canonical_lemma,frequency_21215,chinese_translation,strict_raw_category_id,strict_raw_category_name,class_taxonomy,nrc_emotion
threaten,threaten,2,受到威胁/令人不安的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
suffering,suffering,2,受苦受难不适,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
squeamish,squeamish,2,胆怯恶心体质易受惊的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
rigid,rigid,2,刻板不近人情的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
pumped,pumped,2,兴奋激动的 / 跃跃欲试,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
positively,positively,2,积极正面地,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
offensive,offensive,2,冒犯的 / 令人不适的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
primo,primo,2,一流的 / 顶级的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
favourable,favourable,2,有利的 / 良好的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
desperate,desperate,2,感到绝望迫切的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
darling,darling,2,可爱的 / 亲切的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
compliant,compliant,2,顺从的 / 合规安心的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
clever,clever,2,聪明睿智的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
bothering,bothering,2,打扰令人烦心的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
animated,animated,2,生动的 / 活力充沛的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
agreeable,agreeable,2,宜人的 / 令人满意的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
exhausting,exhausting,2,令人筋疲力尽的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
shady,shady,1,可疑不诚信的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
quell,quell,1,镇定 / 平息（恐惧）,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
racist,racist,1,种族歧视的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
regrettably,regrettably,1,遗憾地 / 抱歉,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
reward,reward,1,赏心悦目的奖赏体验,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
wasbeautiful,wasbeautiful,1,美丽动人的（美感）,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
truthful,truthful,1,真实可信的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
ungodly,ungodly,1,糟糕恶劣的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
unwell,unwell,1,身体不适的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
immeasurable,immeasurable,1,无法估量的 / 极致的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
whelmed,whelmed,1,被深深震撼淹没的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
worthful,worthful,1,物有所值的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
miraculously,miraculously,1,奇迹般地,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
grumpy,grumpy,1,脾气暴躁的 / 不悦的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
hostile,hostile,1,敌意的 / 恶劣的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
hazardous,hazardous,1,危险的 / 有隐患的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
harsh,harsh,1,严酷恶劣的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
grandest,grandest,1,最宏大的 / 极其壮丽的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
gloom,gloom,1,阴郁忧伤,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
flaky,flaky,1,不靠谱的 / 经常取消的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
disrespectful,disrespectful,1,无礼的 / 冒犯的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
dismay,dismay,1,感到沮丧吃惊,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
decency,decency,1,礼貌体面 / 服务缺乏礼貌体面,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
bluntly,bluntly,1,直言不讳地,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
bluest,bluest,1,最湛蓝的（极致景色）,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
askance,askance,1,怀疑斜视地（不信任）,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
zing,zing,1,刺激快感,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
