user_name,user_location,rating,rating_text,review_title,review_text,trip_type,helpful_votes,published_date,tour_name,has_photo,language,is_english,user_city,user_state,user_country,is_us_domestic,review_word_count,review_char_count,title_word_count,exclamation_count,uppercase_ratio,sentiment_polarity,sentiment_pos,sentiment_neg,safety_mention,helicopter_comparison,price_value_mention,coast_mention,canyon_mention,waterfall_mention,wildlife_mention,weather_mention,flight_crew_mention,ground_staff_mention,companion_mention,pilot_mention,staff_service_mention,guide_mention,pilot_service_mention,special_occasion,aircraft_type,aspects_found,aspect_count,aspect_Scenery,aspect_Pilot,aspect_GroundStaff,aspect_CabinComfort,aspect_Safety,aspect_Weather,aspect_PriceValue,aspect_ServiceRecovery,aspect_Companion,aspect_LifetimeExperience,incongruence_type
Crossfitrealtormom,"Crystal Lake, IL",5,,Once in a lifetime experience,"This was one of the best days of my life. I can’t say enough good things about this tour and the staff at Westwind. We would have skipped this tour after my mom broke her arm the day before and the doctor told us she had to keep ice on her arm the entire day. I called and talked to Destiny who told me they could help us still make this day happen by bringing a cooler of ice along in the plane. Then Max, our pilot, helped us strategize how to get her on the plane (which was challenging given her age and injury) and made sure we had a very smooth flight both ways even with all the wind on our return flight. Both Destiny and Max went out of their ways to make sure my mom and I got to the Grand Canyon so she could check that off her bucket list. It was a wonderful experience in every way. I highly recommend having Max as your pilot. He is extremely experienced, safe, kind, and helpful. I will be bringing my sons and my husband back to do this tour in the future. 
Side notes: the lunch was very simple but good. 
Hummer tour was a great way to see the canyon highlights. There was not a lot of time at each spot. It was kind of a quick way to get a once over tour. I’m glad I did it before coming with my kids to hike it.",Unknown,0,2021-05-03,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,1,en,1,Crystal Lake,IL,United States,1,252,1231,5,0,0.0203086921202274,0.9884,0.158,0.007,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,Other/Unspecified,"['Scenery', 'Pilot', 'GroundStaff', 'CabinComfort', 'Safety', 'Weather', 'Companion', 'LifetimeExperience']",8,1,1,1,1,1,1,0,0,1,1,Pure Positive Baseline
gqkz,"Calistoga, CA",5,,Beautiful!,"This was a once in a lifetime, amazing, beautiful experience. 

- the flight out of Scottsdale through the river valleys is beautiful.
- you get to see both north and south side of Grand Canyon. It’s as jaw dropping as everyone says!
- the service, staff is wonderful and super knowledgeable and accommodating.
- one note, (and this isn’t their fault), is the flight can get bumpy in a small plane, especially on the return (it gets windier as the day goes on). Our 2 younger children (6,4) both made use of the air sickness bags.

A few tips/feedback items:
- the hummer tour is really nice and interesting, but really loud. Couldn’t hear almost anything the driver was saying while driving.
- the lunch didn’t accommodate for allergies (the bread is multi grain, not sure what nuts and seeds) also no veggie option.
- overall seemed a bit rushed. Would love to stay in one place and just take it all in for like an hour or so, but most stops were like 15-30
Min.",Unknown,0,2021-03-25,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,1,en,1,Calistoga,CA,United States,1,176,964,1,1,0.0103734439834024,0.9725,0.175,0.042,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,Other/Unspecified,"['Scenery', 'GroundStaff', 'CabinComfort', 'Companion', 'LifetimeExperience']",5,1,0,1,1,0,0,0,0,1,1,Type 1: Local Friction - Overall Positive
Brad W,"Madison, MS",5,Feb 2021,"DO IT!!  Great experience, well run tour company!","Excellent!  Well done tour.  Went on the Ultimate Adventure and one of the best experiences ever.  Never felt pressured or rushed and yet, never waited or was bored.  Ran like a well greased machine and the staff was excellent.  You may be asking yourself if its the worth the price (as I did) but have no doubts, it will be well worth every penny!",Unknown,0,2021-03-24,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,1,en,1,Madison,MS,United States,1,64,348,8,2,0.0258620689655172,0.8755,0.287,0.092,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,Other/Unspecified,"['GroundStaff', 'PriceValue']",2,0,0,1,0,0,0,1,0,0,0,Type 1: Local Friction - Overall Positive
John H,"Bellevue, WA",5,,First Class trip,"Very professional 
Boarded our 6-seater Cessna at 8am, wonderful flight over Sedona then off to Grand Canyon...
Peaceful flight over the awesome GC
Landed at GC airport
Jumped into Humvee for ground tour of some of the top view spots, with Stoney our tour guide. He had some great stories of the GC pioneers 
Lunch at the Lodge
Then return flight , arriving back by 2pm
Preston our pilot for the day was great company
Wonderful day
John",Unknown,0,2021-03-02,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,0,en,1,Bellevue,WA,United States,1,78,436,3,0,0.055045871559633,0.9812,0.286,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,Other/Unspecified,"['Scenery', 'Pilot', 'GroundStaff']",3,1,1,1,0,0,0,0,0,0,0,Pure Positive Baseline
Thomas W,,5,Dec 2020,Bucket List Top Three,"Westwind is unquestionably one of the best experiences I have had in travel.  We were scheduled to fly to the Grand Canyon on December 28th.  On Christmas Eve, we saw that weather might be bad that day.  We called the office late on December 24th and they promptly rescheduled us for a private flight on December 26th.

The flight, customer service, and hiking opportunities were world-class.  We have traveled the world and this trip is on our top three bucket list, along with having dinner on the Eiffel Tower (Jules Verne) and hiking to Waipoo Falls on Kauai, Hawaii.

Thank you Westwind!",Unknown,0,2021-02-23,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,0,en,1,,,Unknown,0,102,592,4,1,0.0405405405405405,0.8718,0.129,0.031,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,Other/Unspecified,"['Scenery', 'GroundStaff', 'Weather', 'ServiceRecovery', 'LifetimeExperience']",5,1,0,1,0,0,1,0,1,0,1,Minor Local Noise
Nyah,,1,Feb 2021 • Couples,Don’t recommend,"I hate to write a review in the midst of COVID for a small business, but unfortunately due to our experience I’m writing this in hopes that nobody else has the same experience. We booked a PRIVATE Grand Canyon tour. We spoke with someone over the phone on multiple occasions who explained it would be just us with the possibility of one other person (although they explained that wouldn’t be likely). When it came time for our flight, the pilot + others arrived 20 minutes late, not wearing masks and informed us there would a total of 10 of us on the tour. As you can imagine, we were pretty surprised given that wasn’t what we signed up or paid for. The pilot explained something happened with scheduling and to call Lindsey. We did so and she provided pretty awful customer service. In short she explained yes there were gonna be 10 people and if we didn’t want to go we didn’t have to but either way we weren’t getting a refund or rescheduled. 

Throughout the flight NOBODY including the guests or pilot wore a mask. Nobody suggested or asked for this to be done. This is unlawful in the state of Arizona and county of Sedona. Not only is this against the law, but put customers in great risk. I cannot believe they would allow this and be okay with this. 

I am so disappointed in the service. Highly recommend researching other options prior to booking with this company. I am sure there are other much better companies that would provide honest and safe services.",Couples,0,2021-02-14,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,1,en,1,,,Unknown,0,266,1471,2,0,0.027192386131883,0.9884,0.173,0.058,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified,"['Scenery', 'Pilot', 'CabinComfort', 'Safety', 'ServiceRecovery']",5,1,1,0,1,1,0,0,1,0,0,Low Rating Failure
Michael M,,1,Feb 2021 • Couples,"Misleading, overpriced and poor customer service","My wife and I decided to spend Valentine’s Day in Sedona and booked an air tour of the Grand Canyon. I booked it over the phone with Lindsey whom seems to be the manager. She lead us to believe it would be just us on the plane and when we arrived we were grouped with 7 other passengers, many of which thought they were going alone as well.

When we reached out thinking there was confusion we were told they got booked on her day off. Keep in mind this is in the midst of Covid so flying on a plane with 7 strangers who NONE INCLUDING THE PILOT WERE WEARING MASKS is not ideal.

We were told we did not purchase the cancellation insurance which was never presented when I booked over the phone and we could only get 50% refunded.

So we paid $600+ to fly with a group of strangers who did not comply with any covid protocol.

The overall tour is alright although not nearly close to worth of the cost.

Extremely dissatisfied.",Couples,0,2021-02-14,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,0,en,1,,,Unknown,0,177,927,6,0,0.0593311758360302,-0.1202,0.057,0.054,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,Other/Unspecified,"['Scenery', 'Pilot', 'PriceValue', 'ServiceRecovery', 'Companion']",5,1,1,0,0,0,0,1,1,1,0,Low Rating Failure
ALR417,"Birmingham, MI",5,Dec 2020,Perfect day,"We were so fortunate to take a tour to the Grand Canyon on our recent trip out to Phoenix.  From the initial booking with Lindsey to our wonderful pilot Daniel and tour guide Jeffrey (a Navajo Native American who was able to share his culture with us), everything was perfectly planned and executed. Daniel was a great tour guide in the air, showing us the red rocks of Sedona, Flagstaff, and of course around the Grand Canyon.  Jeffrey took us to several great viewing points along the south rim and was very knowledgeable.  We would definitely recommend to friends and family.",Unknown,0,2020-12-08,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,0,en,1,Birmingham,MI,United States,1,101,578,2,0,0.0311418685121107,0.9885,0.292,0.0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,Other/Unspecified,"['Scenery', 'Pilot', 'Companion']",3,1,1,0,0,0,0,0,0,1,0,Pure Positive Baseline
KB3,"Zurich, Switzerland",5,Oct 2020,FANTASTIC AT EVERY LEVEL!,"AMAZING!!!  The entire experience, from booking to take off was superlative!  WestWind really knows what they are doing, they know how to take care of people.  Cannot recommend enough.  Take a tour with them!!!!  You will be so very, very glad you did!",Unknown,0,2020-10-27,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,0,en,1,Zurich,,Switzerland,0,43,252,4,9,0.0515873015873015,0.9123,0.241,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified,[],0,0,0,0,0,0,0,0,0,0,0,Type 8: Negation Pseudo-Negative
micki707,"Rohnert Park, CA",5,Oct 2020 • Couples,Check off the Bucket List,Such a great combination of ground and air experiences. Words cannot describe the vastness and awe of being in the air over the canyon. Lindsey and crew make you feel so welcome. We will definitely be back in the future for a new adventure.,Couples,0,2020-10-03,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,1,en,1,Rohnert Park,CA,United States,1,44,240,5,0,0.0166666666666666,0.918,0.254,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,Other/Unspecified,"['Scenery', 'GroundStaff']",2,1,0,1,0,0,0,0,0,0,0,Pure Positive Baseline
A.Blouin,,5,Sep 2020,Amazing Service and WOW factor!!!,"Lindsey and Destiny did an amazing job in the planning of our event. They were so helpful, patient and friendly as they worked through our changes and were very accommodating! The pilots were all so friendly on-site and Elijah was very personable making everyone feel comfortable. 
The day was seamless and everyone had a blast on the Hummer Tour and were amazed with the views of the fly over of the Grand Canyon! 
We will definitely use West Wind Aviation for any of our future events as they really provided the WOW factor!!!",Unknown,0,2020-09-16,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,0,en,1,,,Unknown,0,93,528,5,5,0.0321969696969696,0.9861,0.278,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Other/Unspecified,"['Scenery', 'Pilot', 'CabinComfort', 'Weather']",4,1,1,0,1,0,1,0,0,0,0,Pure Positive Baseline
Chris,,5,,Best way to see and visit Grand Canyon,"Wow! We booked this trip last minute from Phoenix. This was the absolute best way to see Sedona, Flagstaff and many rock formations on the way to the Grand Canyon. Being able to see the perspective of the GC from the air and on land in one day was amazing. To top it off, we ended up being the only ones on the plane and on the Buck Wild Hummer tour. Our pilot and guide were amazing and informative. They even provided lunch sitting at an overlook of the canyon. We were able to accomplish all of that and be back in 6.5 hours instead of 12 hours. We would highly recommend this tour offered by Westwind.",Unknown,0,2020-09-07,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,1,en,1,,,Unknown,0,117,605,8,1,0.0330578512396694,0.9783,0.194,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,Other/Unspecified,"['Scenery', 'Pilot']",2,1,1,0,0,0,0,0,0,0,0,Pure Positive Baseline
Alyssa,,5,Aug 2020 • Family,Phenomenal,"All I can say is WOW. This was truly a once in a lifetime experience. Our pilot, Carla, was so knowledgeable and amazing. I can’t recommend this tour enough and I felt like my money was well spent. We even got to see wild bison! If you only have one day to see the Canyon then this is a great value.",Family,0,2020-09-03,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,1,en,1,,,Unknown,0,61,299,1,1,0.0434782608695652,0.9761,0.351,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified,"['Scenery', 'Pilot', 'PriceValue', 'LifetimeExperience']",4,1,1,0,0,0,0,1,0,0,1,Pure Positive Baseline
Chad P,"Birmingham, AL",5,Aug 2020 • Couples,Grand Canyon Experience,"From the first interaction on by phone through saying goodbye, everyone involved in this experience was amazing!  Exceptional customer service and a once in a lifetime trip.",Couples,0,2020-09-01,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,1,en,1,Birmingham,AL,United States,1,27,173,3,1,0.0115606936416184,0.6239,0.146,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified,['LifetimeExperience'],1,0,0,0,0,0,0,0,0,0,1,Pure Positive Baseline
gsbdiver,"Reno, NV",5,Jul 2020,No better views of the Grand Canyon than this trip.,"What a totally special and insanely fun way to see the Grand Canyon.

If you are not sure what part of the Canyon you want to see on your trip, and I know a lot of you are think ""Do I want to see the North? the West? The South? The river?!?!?"" How about seeing almost all over it in like an hour....that's what you get to do in by plane on this tour.

I took the tour, departing with our first class pilot pilot Karla, from Sedona. It was a great view of Sedona and it's geography, the trip up to the Grand Canyon, the Canyon and the return. Totally awesome.

The trip also includes are few hours of driving between photo locations on the south rim. Got to see some of the great views and I really enjoyed our guide Jerry.

I was able to book everything on short notice, which was really fantastic (Thanks Covid!!!!), great communication and a fun time all around.",Unknown,0,2020-07-20,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,1,en,1,Reno,NV,United States,1,166,864,10,6,0.0347222222222222,0.9928,0.246,0.01,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,Other/Unspecified,"['Scenery', 'Pilot']",2,1,1,0,0,0,0,0,0,0,0,Pure Positive Baseline
