tour_name,rating,fear_words,has_pilot,fear_sentence,pilot_sentence,full_text
32_2137_Maui Plane Rides_2025-03-04,5,scared,0,"Not only were the sights amazing from that aerial view, but my teenager was never scared",,"A must for your trip!!! . Our 13 year old was not excited about a helicopter , so we found Eric on here and it was amazing!!!!! So much better than the helicopter my husband and I had taken in Oahu....Not only were the sights amazing from that aerial view, but my teenager was never scared!!!! Eric i..."
32_2137_Maui Plane Rides_2025-03-04,5,"fear, afraid",1,He know that i did not want to get on that plane because i am Afraid of heights | So got on that plane and i over that fear,Eric is an awesome pilot,Beautiful sightseeing . Eric is an awesome pilot. He know that i did not want to get on that plane because i am Afraid of heights. So what he did was in courage me to over my fears. So got on that plane and i over that fear. I high Recommend if you come here for vacation to do this tour to see the b...
32_2137_Maui Plane Rides_2025-03-04,5,nervous,0,I had never been in a small plane before and was a little nervous,,Amazing Views and a Smooth Ride . What a wonderful way to see the island! The whole experience was amazing. It was fascinating to see the cliffs and waterfalls on the way to Hana as well as some of the houses tucked away in the greenery. I had never been in a small plane before and was a little nerv...
32_2137_Maui Plane Rides_2025-03-04,5,fear,0,"The thing is, she has a fear of flying, so until we were actually boarding the plane, I wasn't 100% sure she was going to come with me",,"Amazing Experience . My wife and I were on Maui for our honeymoon and decided to book a flight with Maui Plane Rides.  I guess I should say I decided to book it, and my wife gamely agreed to come along.  The thing is, she has a fear of flying, so until we were actually boarding the plane, I wasn't 1..."
32_2137_Maui Plane Rides_2025-03-04,5,"scared, nervous",0,"My Wife was a bit nervous since she's scared of flying, but she had a blast",,"Maui plane rides . My Wife's and I, by far highlight of our aniversary trip to Maui was maui plane rides! It was so exciting! My Wife was a bit nervous since she's scared of flying, but she had a blast! I will definitely do it again, can't wait!..."
17-653-Taquan Air Tours_attraction_review_2025-02-27,5,nervous,1,"We were nervous about being on a small plane, but the pilot was reassuring and we did something we will probably never get a chance to do again","We were nervous about being on a small plane, but the pilot was reassuring and we did something we will probably never get a chance to do again","So glad we did this! . We booked this tour through our cruise ship at the last minute and we re all so glad we did.  We were nervous about being on a small plane, but the pilot was reassuring and we did something we will probably never get a chance to do again.  Thrilling!  It was worth the money...."
17-653-Taquan Air Tours_attraction_review_2025-02-27,5,nervous,1,I was nervous at first but felt very comfortable and at ease as we flew around and took lots of pictures,Larry was our pilot,AWESOME FAMILY TRIP . Our family was on the Holland America cruise ship.  We BOOKED For All 6 of us!  Larry was our pilot.  He was awesome! Very knowledgeable and a PRO.  We had a great time and he landed like a PRO.  We would highly recommend this trip and Larry gets 5 Stars!   Thanks for a great f...
17-653-Taquan Air Tours_attraction_review_2025-02-27,5,nervous,1,I will admit I was more than a little nervous about this excursion,"Our pilot, Jake, took extra effort to make me feel comfortable and safe in the plane | After a beautiful and smooth flight we landed at a remote location and was met by our guide Mark",Neets Bay Bears - Experience of a lifetime! . What an amazing experience!  I will admit I was more than a little nervous about this excursion.  My husband and I were on an Alaskan cruise to celebrate our 20th anniversary.  We decided to splurge and purchased the excursion with Tiquan Air to take us ...
17-653-Taquan Air Tours_attraction_review_2025-02-27,5,fear,1,Our group of 5 included a young lady that has a fear of flying,We received a safety briefing & then met our pilot | The pilot assigned her the seat next to him so she could see first hand what he was doing which kept her very calm,"Misty Fjords . Short bus ride from our ship, the NCL Bliss, to the intercostal airport for Taquan. We received a safety briefing & then met our pilot. Our group of 5 included a young lady that has a fear of flying. The pilot assigned her the seat next to him so she could see first hand what he was d..."
17-653-Taquan Air Tours_attraction_review_2025-02-27,5,nervous,1,"Our pilot, Larry, went out of his way to put a nervous passenger (me","Our pilot, Larry, went out of his way to put a nervous passenger (me","Fabulous Experience . Booked through Holland America and well worth it. Our pilot, Larry, went out of his way to put a nervous passenger (me!) instantly at ease and provided an unforgettable two hour trip which my husband and I would highly recommend and would repeat in a heartbeat if ever in Ketchi..."
17-653-Taquan Air Tours_attraction_review_2025-02-27,5,afraid,1,My wife is afraid of flying in small planes but she really enjoyed it,Pilot was excellent and it was fun flying in the Beaver | The only glitch was that our party had tall people and the seats behind the pilot had less visibility of the horizon due to the lower windows,Great Experience . A must do once in your lifetime. Really gives a perspective of the Fjords and the Alaskan Wilderness. Trip logistics were great and Taquan Air was very professional. My wife is afraid of flying in small planes but she really enjoyed it. Especially enjoyed getting out on the pontoo...
17-653-Taquan Air Tours_attraction_review_2025-02-27,5,fear,1,"Despite a fear of heights and, therefore, a degree of pre flight nervousness this was an experience I would not have missed for the world","A sunny, clear day, magnificent scenery and a great pilot in John","UNFORGETTABLE . Despite a fear of heights and, therefore, a degree of pre flight nervousness this was an experience I would not have missed for the world. A sunny, clear day, magnificent scenery and a great pilot in John...."
17-653-Taquan Air Tours_attraction_review_2025-02-27,5,fear,1,A friend didnt join us because of a fear of small aircraft,This aircraft was super smooth with an expert pilot Ron,"Floatplane from Ketchikan to Neets Bay Bearwatching . Professional warm friendly set-up in a beautiful 1960 Classic De Havilland Otter aircraft. 
A friend didnt join us because of a fear of small aircraft. This aircraft was super smooth with an expert pilot Ron. Smoother than Commercial aircraft!
Vi..."
17-653-Taquan Air Tours_attraction_review_2025-02-27,5,scared,1,"The views were breathless, I wasn’t scared at all lol",We met our pilot who was very friendly and informative | Our pilot chatted about the scenery and played awesome music in between,"Amazing flight . If you want an Alaskan float plane tour, do this one. I gave it 5* for many reasons...we pre booked it from our cruise line, Princess Star, that way we knew time wise we would be safe. Our bus arrived on time, after a short ride we were ushered into a quick safety chat then separate..."
17-653-Taquan Air Tours_attraction_review_2025-02-27,5,scared,1,"Our 5 person companion was a bit scared of flying, so he put her in the front seat next to him & calmed her down","Arrived at the Seaport, had the safety briefing & met our pilot Lew | He had a grey beard, which is a good thing for a pilot, shows he has some experience","Fantastic Seaplane Excursion . Tour started well with our bus driver, who was telling jokes while she described Ketchikan & pointed out the local attractions. Arrived at the Seaport, had the safety briefing & met our pilot Lew. He had a grey beard, which is a good thing for a pilot, shows he has som..."
