word,chinese_translation,affect_type,stage_origin,frequency_21215,review_count_21215,example_context
poorly,糟糕地 / 差劲地,E1_E2_Candidate,Stage 1 (500 Discovery),8,7,"review_4511133a8ef35ba847a7d3a6 :: Beautiful flight, confused office staff and dishonest pilot took away from what could've been an amazing experience!  Doing a land tour on our own prior to a cruise, we decided we ..."
spoiled,好心情被破坏毁掉的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),8,8,"review_51723800a5b62f088a8bc7d1 :: Honestly, although we absolutely loved Friday Harbor, the trip to and from Seattle ended up being one of the highlights of our trip! The experience and the views are amazing, and w..."
unstable,不稳定摇晃令人担心的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),8,7,"review_2d9a74edc8b5e3011e6d946f :: I was a little afraid of doing this, however our pilot was very reassuring and provided extremely smooth take offs and landings.  It was amazing to see our cruise ship from the air..."
yummy,美味愉悦的,E1_E2_Candidate,Stage 1 (500 Discovery),8,8,review_456418da69a603d737b954da :: We booked this exertion through princess cruises! This was amazing and a must do! A big thanks to Kevin who was our pilot and was so enthusiastic and knowledgeable! Went over some ...
alas,唉 / 遗憾的是,E1_E2_Candidate,Stage 1 (500 Discovery),7,7,review_c9165f59221d7127700e8e97 :: Readying to be picked up by the K-2 shuttle at our hotel (Grand Talkeetna Lodge) we were browsing the gift shop when several people mumbled and looked out the rear window to see De...
captivated,被深深吸引着迷的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),7,7,"review_53fcd6e518ab4f8fb6d54d7d :: Unforgettable!  Views stunning, excellent pilot. We were captivated by all of it...views of Denali and surrounding mountains, glaciers, moose, sheep, trumpet swans. Landing on glac..."
classy,高端优雅的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),7,7,"review_173f4f867aa20ba8a1793a6e :: Both my dad and I have experience flying single engine planes, and I can tell you that in every sense this was a spectacular tour.  Easily the highlight of the entire AK trip.  We ..."
confusion,困惑 / 混乱,E1_E2_Candidate,Stage 1 (500 Discovery),7,7,review_0feea62cebd439414c25d6fc :: My wife and I decided to spend Valentine’s Day in Sedona and booked an air tour of the Grand Canyon. I booked it over the phone with Lindsey whom seems to be the manager. She lead ...
curious,好奇求知的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),7,7,"review_3d6a8e26ffe7827f72bd540a :: Flying with Northwest Seaplanes is always a treat and makes for a very manageable commute from Oregon all the way to Roche Harbor.  3 hour drive, leave the car in the secure parkin..."
enthusiastically,热情高涨地,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),7,7,"review_b74b1e78e9cd17594e7f98b2 :: Awesome experience for myself and three teenagers, all visiting the Pacific Northwest from Florida, first time ever in a Seaplane. Northwest Seaplanes in Renton really delivered! W..."
gushing,滔滔不绝赞赞称道的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),7,6,"review_6d89a83a7e6c40e34fc3fabb :: From start to finish, our flightseeing tour from Talkeetna to Mt. McKinley, landing on Ruth Glacier was jaw-droppingly wonderful. I've lived in Alaska for almost 40 years and thoug..."
hesitating,犹豫顾虑（心理活动）,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),7,7,review_299de90dcf40222bc6b1cf39 :: What an incredible experience that was!!. 😍If you have little time to explore the Grand Canyon or simply want to give it another dimension (or check something off your bucket list ...
hopeful,怀抱希望的,E1_E2_Candidate,Stage 1 (500 Discovery),7,7,"review_4a3abf03e6bbeb110a86e377 :: Like a previous reviewer, I booked this trip as part of my Alaska Inside Passage cruise and wasn't sure if I would really enjoy it. However the Tajuan Air and the team running this..."
laughter,欢笑 / 笑声,E1_E2_Candidate,Stage 1 (500 Discovery),7,7,"review_ed37e6cf3b90e4f7b69c0038 :: 30 yrs ago, my friends Kitty and Kimball started K2 Aviation.  I was climbing Denali.  This summer, I flew with K2 into the mountains.  A great Pilot.  He guided us threw history, ..."
painful,痛苦的 / 令人难受的,E1_E2_Candidate,Stage 1 (500 Discovery),7,6,"review_e1ea84507de9fcbe67135209 :: Was looking forward to the view from the plane flight we booked for the first plane right out in the morning at 8am.

Received a call at 6:41am the day of the flight to say there w..."
powerful,强烈的 / 感人的,E1_E2_Candidate,Stage 1 (500 Discovery),7,7,"review_7e853b1df37878641e258ef2 :: I would like to take this opportunity to thank you again for the wonderful flight experience with K2 Aviation on August 19 2022, around Denali. Soaring above the clouds with Leon w..."
relieved,宽慰的 / 松了一口气,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),7,7,"review_1d1e7c7dceefaede42dd0974 :: We went along the north shore of Maui, to Hana and back with a few circles over the gorgeous green landscapes. I got to sit up front with the pilot, who let me steer the plane when..."
reputable,信誉良好的,E1_E2_Candidate,Stage 1 (500 Discovery),7,7,review_44bbe9a73fd23ce4436c395f :: We were fortunate enough to have great weather when we arrived in Ketchikan. (The town gets more than 200 inches of rain per year.) So we opted to book a float plane tour. We did a...
ridiculous,荒谬的 / 离谱的,E1_E2_Candidate,Stage 1 (500 Discovery),7,7,review_a158a996fb85a211763435ea :: The flight itself is really scenic. I liked that we landed in the water about halfway through and could walk out on the sides of the plane to take in the view. Pilot was good but d...
rudely,粗鲁地 / 无礼地,E1_E2_Candidate,Stage 1 (500 Discovery),7,6,"review_b27a5b6f0ee0a61ed67119b2 :: Flight pilot didn't give full rules & regulations prior to departure.My wife  got up & switch seats  for better view & to avoid gasoline smell
Then the pilot raised his voice spoke..."
serenity,宁静 / 祥和,E1_E2_Candidate,Stage 1 (500 Discovery),7,7,review_57c6364bb1280d3c14c9dc43 :: Taguan picked my group of 4 right at the cruise ship berth and took us to their launching off point. Saw a safety film and was loaded into a small place. The take off was so smooth...
strange,怪异不安的,E1_E2_Candidate,Stage 1 (500 Discovery),7,7,"review_254f46e4a5fb0f6c7e0c50cd :: I am rewriting this review, as my first review was softly forced.  The pilot stopped the golf cart near the hangars and asked us to click the links and do the review on the spot…an..."
suffered,遭受身体/晕眩痛苦,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),7,7,"review_ed5623c2686a38dd56a520c0 :: Was expecting my husband to be the scared one but instead it was me that suffered but the flight was amazing, the views spectacular, from the ground it's just not possible to appre..."
terrifying,极其恐怖吓人的,E2_Appraisal (Stimulus/Service Attribute),Stage Final (Full Corpus),7,7,review_af6e91837198d33f81e2790e :: We paid to get a ride on a 30 seater and were taken on the tarmac to a beater silver plane in the back. The plane had clank noises when turning on the runway. The pilot was reading...
unhappy,不高兴不满意的,E1_State (Direct Internal Affective State),Stage 1 (500 Discovery),7,7,"review_6fe4588bd7968f473123bfe2 :: It was a little disorganized and I was unhappy that they refused to transport my mother’s wheelchair on the bus. However, our pilot was just fantastic!!  This should not be missed...."
unpleasant,令人不快令人难受的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),7,7,"review_7272e1873ec553c74d1ed77a :: The seaplane trip over Misty Fjords national park was expensive but indeed worthwhile. Our pilot, Sam, was really knowledgeable, amicable and capable. The ride from the quay to Taq..."
weird,古怪令人不安的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),7,7,"review_9aaa9c3728058db2efe11eee :: Fly with the best, book with K2 Aviation. This company is professional from general questions before booking to walking away after the flight. They are great people and VERY busy. ..."
appropriately,恰当地 / 贴心地,E1_E2_Candidate,Stage 1 (500 Discovery),6,6,"review_c4cbc3a0ec8aea7d9f373032 :: Just yesterday my wife and I enjoyed the spectacular beauty of Denali from the air with K2!  The pilot was excellent, explaining as we flew along and answering questions; the plane..."
blind,盲目的 / 视线受阻的,E1_E2_Candidate,Stage 1 (500 Discovery),6,6,"review_442bd14270e4cf874af0ab43 :: Last year, Taquan (pilot Dave and guide Mark Phillips) did an excellent job at getting us to Anan Creek.  However, due to our ship's limited time in port last year, along with poor..."
broad,宽广的,E1_E2_Candidate,Stage 1 (500 Discovery),6,6,review_05de4a8b0825e8b582b8810d :: We took a family trip with a broad age range (8-84) and took a flight tour with this company. The pilot was extremely knowledgeable about the region and we had a fantastic tour of ...
calmer,更平静安心的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),6,6,"review_bddd9f0c13920a19ac41cba3 :: I went with a somewhat nervous 90+ year-old, who is not a fan of planes, let alone small planes, and she loved it! As did I!  The views are spectacular, something you can only see ..."
casual,随和轻松的,E1_E2_Candidate,Stage 1 (500 Discovery),6,6,"review_18f9b0cb64ddf8f1c45ae3e9 :: Words can't describe it and pictures don't do it justice. Exploring Denali is not a casual undertaking and unless you do a flight seeing tour, you won't really be able to see the m..."
discouraged,感到灰心气馁的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),6,5,review_229fd4968cfa419bf766b69f :: The pilot was not very friendly and discouraged us from talking for safety reasons but it also discouraged us from asking questions. The little he said was a  bit confusing so we w...
dizziness,头晕目眩不适,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),6,5,"review_65ed5707ed88dab62fb5978a :: We took our 6 year old son. The plane held about 10 people, I think? The pilot talked to us about the plane and the rules, etc. Everyone had a seat belt and a headset. I also had m..."
enthralled,被深深吸引迷住的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),6,6,"review_b2c05129d491fa8430b16f98 :: What an amazing trip! And a huge Mahalo to our guide, Mel. His knowledge of culture, science, geology is second to none and he enthralled and educated us the whole day with humour,..."
frightening,令人惊恐吓人的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),6,6,"review_24f8ec603697c6d9d4611f11 :: We recently went on the K2 flight seeing tour of Denali mountain.  It was an amazing, once in a lifetime experience.  You get up close and personal with Mt. Denali and nearby mount..."
gratitude,感激 / 感恩,E1_E2_Candidate,Stage 1 (500 Discovery),6,6,review_3cb4c53a6c1c62555cfbaa2c :: This is a bit of a mixed experience for us.  The floatplane ride to Caribou lodge was wonderful - the guided hike from Caribou Lodge at Boomerang Lake was really awesome - Zack sho...
hug,拥抱 / 温暖关怀,E1_E2_Candidate,Stage 1 (500 Discovery),6,5,"review_c5feeb86e230b0356bda8c8b :: Let me first state that my wife doesn't like to fly in small planes, and she was very nervous about the water part.  But being the trooper she is she agreed to go for me.  We did b..."
inspirational,鼓舞人心的,E1_E2_Candidate,Stage 1 (500 Discovery),6,6,review_36f584d9a4b5daef57911102 :: Our plane tour with Ray was the highlight of our Hawaii trip. We booked it as a birthday surprise for my son who wants to be a pilot and Ray went above and beyond to make it a trul...
jovial,欢快风趣的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),6,6,review_11c562973251eb3dddcd271c :: Pilot Bruce was a fabulous and jovial companion for our flight tour. The flight was smooth and filled with interesting and notable secrets of the island. He shares fun facts about ...
precision,精准靠谱的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),6,6,review_e4e421cfb94501963c3c2a24 :: We had a really great experience with Eric.  Scheduling and the flight were all performed with precision.  I think any of his trips will be enjoyable. The airplane is great for cou...
shaking,吓得发抖颤抖的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),6,6,"review_4030512ee57d9871685a3413 :: As the Canyon is so large, it is impossible to fathom the size when walking along the rim. A bird's eye view gives a better impression, even though it's still impossibly big. Sceni..."
sublime,崇高壮丽绝美的,E2_Appraisal (Stimulus/Service Attribute),Stage Final (Full Corpus),6,6,review_9d1f6ad84d606ddca5e4e615 :: This flight was great and the narration was really very interesting and the landing was just sublime...
warmest,最暖心亲切的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),6,6,"review_b5bb93bd61e91d0950c9bcb3 :: My wife and I booked the Denali Experience with Glacier Landing for August 29.
  
K2 arranged pick-up and drop off service for us at the Talkeetna Lodge.  The transfers were comple..."
faultless,无可挑剔完美的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),5,5,review_5910f9ccf0fda94156e304bb :: We tried going to the Na Pali Coast in our car to see the beautiful views but it was not to be as the whole region was covered with clouds and rain. So to make sure we got to see i...
gloomy,阴沉的 / 沮丧的,E1_E2_Candidate,Stage 1 (500 Discovery),5,4,"review_a49c3b4b417661efc807e243 :: Well, there really is a reason that this is rated number 1 for attractions and activities...there really is no downside.  Firstly, making a reservation by phone or online via their..."
intimidating,令人胆怯令人畏惧的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),5,5,review_366a0217246d209bb9329b77 :: How do you describe something that takes your words away and leaves you speechless?  This was meant to be a Floatplane and Alaskan Bear excursion.  We definitely saw the floatplane...
joyful,充满喜悦欢快的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),5,5,"review_27ee31e44dec37dd44a492ba :: Eric, the pilot, is a amazing guy doing a great job! He said we are sharing his dream, actually he was making my dream come true by letting my little girl driving a little bit! Sou..."
luscious,秀美令人心旷神怡的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),5,5,"review_c899626eb9d5f30c9ce8bb94 :: Our fifth trip to Alaska, and we were so happy to find this combination of two of our favorite excursions.  Wonderful seaplane flight - landed on a lake and walked on the wings - t..."
nauseated,感到恶心反胃不适的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),5,5,"review_88813293bbb60a084e0fa7db :: My husband enjoyed being copilot on this airplane. I got to sit in the back of the plane, which allowed us to get different perspectives for videos and pictures that we took along ..."
overwhelmingly,压倒性震撼地,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),5,5,"review_5b475559d8a53af1419a955a :: In all our research for Alaska, what stood out the most was the encouragement to see Alaska from as many perspectives as we could - land, sea, air. When we figured out that flights..."
scare,吓人 / 引发恐慌的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),5,5,review_b98f86836dab2804df15e3e9 :: What  a great time!! Steve was our pilot and pointed out all the natural wonders that you could never see by land.  I would highly recommend this tours! Its way better than an open...
stressful,令人压力重重焦虑的,E2_Appraisal (Stimulus/Service Attribute),Stage Final (Full Corpus),5,5,"review_a20afea77622e7f2a696a5b8 :: Friday Harbor seaplanes was an exceptional way to travel into Friday Harbor.  They were friendly, helpful and made the whole experience great.  Getting to FH can be stressful and t..."
disconcerting,令人不安的,E1_E2_Candidate,Stage 1 (500 Discovery),4,4,review_b70a4a0ae56a29332a7fd7e6 :: We took Friday Harbor Seaplanes to and from Renton/San Juan Island. The flight was on time and the pilots seemed knowledgeable. Scenery was fantastic. My only complaint is that bot...
embarrassed,感到尴尬难堪的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),4,4,"review_c5991b9ca1903f1735d674f0 :: My friend and I scheduled our flight several months in advance online, with no problem whatsoever.  We arrived early for the flight, were greeted and checked in and weighed and the..."
emotion,情感 / 情绪,E1_E2_Candidate,Stage 1 (500 Discovery),4,4,"review_ae461d0213d7b365caf8ccdf :: When I first reading reviews about a flight around Denali, K2 always seemed well reviewed.  I also struggled to justify the price for the tour.  It's expensive yes.  I must admit i..."
frustrated,感到沮丧的 / 挫败的,E1_State (Direct Internal Affective State),Stage 1 (500 Discovery),4,4,review_ed42ef9dc4fa813cfcacdfdb :: My family of 4 did this tour last week and were beyond impressed.  We opted for Maverick because of their fleet of newer helicopters with ample windows spanning down to the floor i...
hungry,贪婪的（money hungry）,E1_E2_Candidate,Stage 1 (500 Discovery),4,4,review_782108ad97fa0d3252690e48 :: Booked weeks in advance qhe wecwere at home on New Zealand. Acidently bookex yhe wrong mouth. Booked August 19 instead of September 19. Was not in US o  August 19. No refund from M...
irritated,感到恼火烦躁的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),4,4,review_b226b58865dcbe2109b81484 :: We recently took a flight seeing trip to Misty Fjords with Taquan Air.  We chose this company because of the B1G1 free coupon offered in the Toursaver coupon book.  I really didn't...
nasty,令人厌恶的 / 恶劣的,E1_E2_Candidate,Stage 1 (500 Discovery),4,3,"review_af08902c4c1b7326756e9e93 :: In a nutshell, the views of Mckinley were stunning however the pilot, a gentleman from Pennsylvania, exhibited the height of rudeness. And no, I'm not misunderstood. He was blatant..."
ominous,不详的 / 不妙的,E1_E2_Candidate,Stage 1 (500 Discovery),4,3,"review_f1afb11c14a20df3c0e654e1 :: All I can say is GO. And K2 is the company to GO with.
That's our experience. And what an experience it was...

If you have the means and the wherewithall to
afford this trip, it i..."
profound,深刻震撼的,E1_E2_Candidate,Stage 1 (500 Discovery),4,4,"review_8440145fbb3c7547df5b2cb4 :: It was an absolutely spectacular experience!! The glacier landing was epic.Being on the glacier, surrounded by majestic mountains was so intensely profound. K2 Aviation is excellen..."
screaming,惊恐尖叫的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),4,4,review_aa63379823720fa6c042ca93 :: I think this was the highlight of our week trip to Hawaii.  Kauai has such beautiful natural features that can only be appreciated from air.  And you get to see them all in a sixty...
spellbinding,扣人心弦迷人的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),4,4,review_c0a1d7abe2043556cd658a2c :: This was my second time doing a flightsee of Denali and landing on the glacier.  Tales from the first time prompted some friends to come up from L48 and do one.  As with the first ...
subtle,微妙精细的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),4,4,"review_fad64ae50bf3442f53016b8f :: What better way to go view bears feeding than by float plane?!!!

Awesome experience flying in a float plane. We were all very tentative at the experience. Our pilot had a great se..."
thrills,刺激 / 快感,E1_E2_Candidate,Stage 1 (500 Discovery),4,4,review_9ddf6fdd501ee2d077fd2f6c :: I have wanted to see Denali since I was a kid and it was still named Mt. McKinley. It took my breath away when I saw it from Talkeeta. But up close from the air it was sublime. Lan...
tranquility,宁静 / 平和,E1_E2_Candidate,Stage 1 (500 Discovery),4,4,review_8b4c172e7b644d8c4b931cc0 :: We got of our cruise ship early and were able to purchase our trip from one of the operators at the end of the dock.  Apparently they sell what the cruise lines have been unable to...
unfair,不公平的 / 冤枉的,E1_E2_Candidate,Stage 1 (500 Discovery),4,3,review_bed38cb5492cc85e5a6942a8 :: If you are in the front you get a panoramic view of the canyon but in the back you get a panoramic view of the front passengers. Its very unfair that Maverick charge the same price...
unfriendly,不友善的,E1_E2_Candidate,Stage 1 (500 Discovery),4,4,review_dea6554bb253c3a9200497a0 :: Never book this tour! The tour didn‘t take place without notice! We stood infront of the company and we couldn’t fly WITHOUT any notice! The person on the phone was super unfriendl...
unnerving,令人发慌不安吓人的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),4,4,"review_5e1ada412e6d27e61871d3d2 :: My husband and I booked the Canyon Spirit, 45-50min tour with Maverick Helicopters as part of a 3 week tour around the west of America. We booked it online a month before we went t..."
wicked,太棒了 / 绝妙的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),4,4,review_8b057101f491fb760b653664 :: K2 Aviation Pilot Chad Smith and his De Havilland DHC-2 Turbo Beaver delivered us an incredible aerial tour within one of Alaska's gems: Denali National Park. Our glacier landing w...
wildest,最疯狂的（狂想）,E1_E2_Candidate,Stage 1 (500 Discovery),4,4,review_8f1a70042c9eaad97513c1ff :: We love to fly but this was beyond our wildest expectation.  Would highly recommend to anyone that is on the fence about going.  Taking off and landing from the water is truly an a...
aggressively,挑衅攻击地 / 极其恶劣地,E1_E2_Candidate,Stage 1 (500 Discovery),3,3,review_9cc699fcb8b3d3fab878cc9f :: I'm conflicted as to how to review Westwind as we had two different planes for our group of 16 family and friends (ages ranging from 25 - 60) who had completely different experienc...
beneficial,有益的 / 有帮助的,E1_E2_Candidate,Stage 1 (500 Discovery),3,3,"review_9f823d87ce664378d2eacee2 :: When we arrived, Bruce greeted my family warmly, got us oriented to what was going to happen on our Sky Van flight and even helped me track down a parking spot for my vehicle.  Our..."
candid,坦率真诚的,E1_E2_Candidate,Stage 1 (500 Discovery),3,3,review_73f14a3f53218184c4bbe8c9 :: We had the most amazing time with Eric today. Not only did we get to fly over the islands of Maui and Hawaii but we saw the craters from an amazing perspective in the air. We could...
carefree,无忧无虑自在的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),3,3,"review_85a9ee4e779f9e90667b94cd :: It was a very easy and carefree experience. We’ve been on another helicopter tour, in Kauai, and it was far more complicated...."
cheer,振奋 / 欢呼,E1_E2_Candidate,Stage 1 (500 Discovery),3,3,review_50087c058cc38daa21b82926 :: We took this flight combined with “The Original Grand Canyon Jeep and Safari Tour.”  No words can appropriately describe this awe inspiring experience.  At one time I found myself ...
curiosity,好奇心 / 探索欲,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),3,3,"review_52347e1e494c72afee91a465 :: My cousin told us that the very best use of our money in Alaska would be on a scenic flight around Mt. McKinley. Even though they are expensive, she told us they are worth every pe..."
deaf,听而不闻冷漠的（fell on deaf ears）,E2_Appraisal (Stimulus/Service Attribute),Stage 1 (500 Discovery),3,3,review_1a1601cda603ad2706af1666 :: I know this goes against the other reviews but our trip was marred by a lack of commentary either by the pilot or the pre recorded...I mentioned it to the pilot but it fell on deaf...
dreaming,梦寐以求 / 心驰神往,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),3,3,"review_66a4fcc5850ed47eb61fb160 :: Booked 4 on the Grand Denali flight. The weather was great, and the views were unbelievable. Our pilot, Sean, did a great job of making sure everyone got a good view and told us lo..."
happiness,幸福快乐感,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),3,3,"review_c71a138c1f37c7f15dbbb3a4 :: My husband and i booked our Connoisseur tour to go to the Grand Canyon South on the 19th and below is are overall experience:
Pros: 
- Beautiful views as promised 
- Very friendly ..."
heartfelt,真挚的 / 出自内心的,E1_E2_Candidate,Stage 1 (500 Discovery),3,3,"review_1d2e3b9096eb301db6126594 :: Halfway through our 45-minute tour, our pilot, BJ, asked us to let him know as soon as he'd made it to the top of our ""coolest thing ever done"" list. I replied, ""You hit that the s..."
incomprehensible,难以理解令人困惑的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),3,3,review_90ae941636917345fd7de0d3 :: We had a very limited amount of time in Alaska and wanted to maximize it. I've never done a flight tour but thought it was our only chance to see Denali. We drove to talkeetna gett...
indulge,尽情享受 / 犒劳自己,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),3,3,"review_389ef05347a1156d41434876 :: We decided to splurge during our visit to Kauai and booked a private flight on Wings Over Kauai's Cessna 172.  It was a bit more expensive than the group flight on the Caravan, but..."
joking,开玩笑的,E1_E2_Candidate,Stage 1 (500 Discovery),3,3,"review_423900e8c6f71dee36ddccef :: Weather forecast wasn´t so good, but finaly - excelent weather for such a amazing experince. So nice - to start from lowland and slowly fly closer and higher to Denali summit acros..."
marvelously,奇妙极其出色地,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),3,3,"review_101f174eb4cfd0a4e16a1f3a :: Fabulous would be a one-word description. As a resident of this area I have explored much of the wonders that exist here and am always amazed, but nothing I have done compared to t..."
peacefully,宁静和平地,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),3,3,"review_9f9111190c4a6d851371d2f7 :: We want to express our appreciation to Chip Sonn, our K2 pilot for our fantastic late afternoon/evening flight excursion while recently visiting Talkeetna, Alaska.  As part of our ..."
rickety,摇摇欲坠的,E1_E2_Candidate,Stage 1 (500 Discovery),3,3,review_7610caa1138d8b33b74c4e88 :: Each seat had excellent views of the Grand Canyon. Taking the whole scene in by air is maybe the best way to understand the size and majesty of the canyon. The crew was professiona...
securely,安全平稳地,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),3,3,"review_168aab1a1f0b80f2400963aa :: This was a spectacular flight! We had a sunny day and Denali was out in all it's glory.
Our pilot Stan started off with all the safety features and then after we were securely in o..."
spoilt,被破坏败兴的,E1_E2_Candidate,Stage 1 (500 Discovery),3,3,"review_38726fbf15fea6ee0b2055ab :: First of all book with another airline ,there's lots.We booked our trip through the web and were told to meet at the sunshine sign outside the tourist information centre in Ketchik..."
agreeable,宜人的 / 令人满意的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_e260da5ed867253b4fc60778 :: We flew with Kim from Redtail up to the launch point for our Green river rafting trip. This particular morning was quite challenging in terms of the weather conditions and the extr...
animated,生动的 / 活力充沛的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_9a6426dc1c3d9f04489aec57 :: We chose this company to do a flightseeing tour of Denali with glacier 
landing. They were very professsional, prompt in their responses when arranging the tour. I had no doubts as..."
bothering,打扰令人烦心的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,review_681de2d4792f314e3d00d90a :: My husband and I were in Kauai for our honeymoon and we were on the fence about doing an aerial tour.  We opted for the airplane tour with Air Ventures over a helicopter because it...
clever,聪明睿智的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,review_bb3a9cb8ec67e136fcaefc32 :: Had a great time! Cool vintage plane! Perfect amount of time and narration. Oren was a clever guide. Highly recommend. Our teenager loved it....
compliant,顺从的 / 合规安心的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_c110ea1b9e7e9c3f31748a8c :: As we had hoped, this was the highlight of our entire trip, but you need some advance knowledge and preparation.  Read the cancellation policy closely when you book—no refunds for ..."
darling,可爱的 / 亲切的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_d69b109ba203e4a6c76abb27 :: The Grand Canyon National Park is 18 miles wide and one mile deep and one of the 7 Natural Wonders of The World! I brought my 15 yr old granddaughter on the Canyon Dream trip with ...
desperate,感到绝望迫切的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),2,2,review_348b4aff02fdf2a7c1edf068 :: We had a once in a lifetime experience on Westwind's Signature Grand Canyon South and Ground Tour. I have a terrible fear of flying but I was desperate to be able to do this tour. ...
favourable,有利的 / 良好的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_088122d77a9ff92ab3462c97 :: This was the highlight of my 4 day trip to Kauai. Everyone we dealt with at the company were lovely ,even advising us to change our flight from 24 Nov to 25 Nov as they believed th..."
humility,谦逊贴心,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,1,"review_d1dfcb69be6315d42fc6e8f8 :: DISCLAIMER: I’m a tour professional living and working here in Alaska and not compensated in any way for this review. I do it because these operators are my FELLOW ALASKANS. 

Ther..."
offensive,冒犯的 / 令人不适的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_942191570bc6c27e6f1ef0b4 :: My experience was awful. The pilot literally ignored every sentence I had spoken and pretended like we were invisible. He was only friendly to another family that were on the plane...
positively,积极正面地,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_536e18c70c45f6079ab4ba5b :: Trip was amazing Eric was wonderful positively wonderful take this trip. We love this this is a must do on your trip to Hawaii you say everything....
primo,一流的 / 顶级的,E1_E2_Candidate,Stage 1 (500 Discovery),2,1,"review_50ad674985c5646672bc62e8 :: We dealt directly wit Taquan Air by email to book this rather than through our ship. Much cheaper and really easy to do, they are really easy to deal with directly and are happy to..."
pumped,兴奋激动的 / 跃跃欲试,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),2,2,review_1dd85bf8878c66fc279b0b60 :: We travelled from Scotland to the USA to ride down the famous Route 66. One of my most anticipated stops was to see the Grand Canyon. But it was also one of my most dreaded... perh...
rigid,刻板不近人情的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_4e12b4a1176793651a28a048 :: My husband and I visited Alaska for my first time in early August.  We knew we wanted to experience a fly over Denali National Park.  After researching the various tour operators o...
squeamish,胆怯恶心体质易受惊的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),2,2,review_be8faf48d8d937ed7f366e98 :: K2 Aviation is a super friendly and well-run organization. Views were amazing. So glad my teenage kids got to really see a glacier for what it is. We'd talked about them so much on...
