word,frequency,review_count,example_context,is_emotion,reason
soaring,5,5,"review_9b2fda157fb3ffa938e4960d :: Best Birthday Flight!    So happy I decided to celebrate my Birthday with Aero Adventures!  Thank you Marylee, Anna, John and Ren for making the day so special.   Nothing can compa...",True,sentiwordnet_score
stomach,5,5,"review_c602155441c88a5da2dca24a :: Company was referred to us by another, who could not accommodate plus size. These folks picked up up at Anchor Cove Mall (free shuttle from cruise ship), fast ride to airport. 
Eri...",True,wordnet_noun.feeling
storm,5,5,review_857028e9eccb4000cb5ee676 :: It's quite a few years ago since my wife and I did this flight but it was so memorable that it seems like only yesterday. After being picked up around teatime and taken to the airp...,True,sentiwordnet_score
suggestion,5,4,"review_d35e8b4a42e5ba6d99b71220 :: We spent 14 days on 4 islands and did kayaking, snorkeling, whale watching and doors off helicopter tour over volcano.  This was by far our favorite and the most amazing experience...",True,sentiwordnet_score
tear,5,5,"review_fddeddd070695dbffc97ba33 :: My husband and I did the Cessna tour today with Wings Over Kauai. This is an amazing trip - we saw waterfalls, canyons, coastline and parts of the island that you can't see from th...",True,sentiwordnet_score
toilet,5,2,"review_d3e304f726d1296b2ca6fff6 :: Both the tours left from Grand Canyon National Airport. Both I booked through Papillon, but Helicopter left from Papillon section of the airport whereas Scenic Canyon River Adventu...",True,sentiwordnet_score
touched,5,5,review_53e4e7ec9c8062674e06d0dc :: My wife and I went on this trip with a touchdown in the rain forest. It was spectacular. Jake was our pilot and he was awesome. We had confidence in his abilities and he put our mi...,True,wordnet_verb.emotion
assist,4,4,"review_151a2ed01de99e0cd3cde4c9 :: My favorite part of the experience was seeing the sea cliffs and water falls. Also, I loved seeing my husband having an opportunity to assist with driving the plane. It was all aro...",True,sentiwordnet_score
baron,4,3,"review_3ba47b42572f35bafdb5fd5b :: Had a great time....We had  an early morning trip scheduled,but it was really cloudy when we arrived.The ladies at the counter explained to us that if we went later on in the day i...",True,sentiwordnet_score
born,4,4,review_01d0b19d3759aa76d580639d :: Took a 1 hr flight around island of Kauai around noon with 4 other family members during our stay on 4/14/2010. So glad we decided to do this as a family. Saw so many waterfalls an...,True,sentiwordnet_score
brand,4,4,"review_d2f92936bcd265ca93e51c00 :: We arrived on Kauai two days ago and decided to take a flight around the island.  Our decision to take the ""Air iVentures"" Airvan fixed wing plane tour was a wise one.  The Pilot a...",True,sentiwordnet_score
charming,4,4,"review_2437be8aa60056f18e560577 :: Our flight over Kaua'i with our charming, skillful pilot was the best experience of our island vacation. She gave a most interesting and helpful account of what we could see below,...",True,wordnet_verb.emotion
choppy,4,4,"review_b4defed8dabe04d3de367e4c :: Awesome service. Our pilot, Bruce, made a point to keep track of all our names and interacted with each of us by name throughout the flight. A very nice touch. We actually flew thr...",True,sentiwordnet_score
competitive,4,4,"review_028c21bc90a0dfe1f6761d46 :: We chose plane due to size of the Grand Canyon. Very happy with the choice as plane gives better coverage. Yes you can get helicopter rides covering same distance, which are 2x the...",True,sentiwordnet_score
coral,4,4,"review_f70353f212296b876c29aa25 :: Had a great time on my flight, enjoy the views of Maui, Molokai, with sea cliffs, waters falls, and coral reef. Recommend to anyone who would like to do an aerial view of the islan...",True,sentiwordnet_score
crash,4,2,"review_c503f060e1522d96b60e8dca :: In late Jan I took my wife on this tour for her BD. While I’ve spent numerous hours (military’s & law enforcement) aboard helicopters, she had never experienced it...
nor had she e...",True,sentiwordnet_score
crossing,4,4,review_6b7c5fd9b7037de534038304 :: I wish you had more stars to rate out K2 Aviation experienced.  It was a once in lifetime experience.  We landed on Pica Glacier on a beautiful sunny day.  We even had a marriage p...,True,sentiwordnet_score
crystal,4,4,review_a28a67f735fd138e673e1439 :: Denali is awesome if all you get to do is see it from the road.  Having the chance to fly among the peaks and land on a glacier is a not-to-be-missed experience.  The weather was c...,True,sentiwordnet_score
deciding,4,4,"review_fb1f3af044acbdd8bece0a0b :: We were deciding between a helicopter or plane tour and decided to go with the plane tour after looking at the cost and reading reviews on TripAdvisor.  Bruce, Ellen and their daug...",True,sentiwordnet_score
delivered,4,4,review_f5a6b03c9ff1dbcde3c7bd1c :: My husband and I recently flew in the Cessna with Bruce on day 2 of our vacation.  We took the afternoon flight and had amazing lighting on the Na Pali coast for photos.  Bruce was...,True,sentiwordnet_score
diverse,4,4,"review_1776233371627a92b0294119 :: This was an awesome tour! Canyonlands National Park is very large and diverse, so the best way to see it is by air. The plane we were in held 6 passengers which was a perfect size....",True,sentiwordnet_score
documentary,4,4,"review_ffe52ca285cee377f82dbe77 :: Flying over the entire Mountains was an unforgettable experience in an 8 seater plane ( individual seats with windows) viewing Mountains, waterfalls & beaches with an impressive m....",True,sentiwordnet_score
equipped,4,4,"review_3d0e00b15b79bd546c9154d1 :: As a pilot, I heard about Air Ventures from another pilot friend and made my plan based on that recommendation.  This was definitely the way to go. Call them direct and make the re...",True,sentiwordnet_score
fogged,4,4,"review_8a30a0ec3ae6ea7399202212 :: Took friends from Texas to K2 for a Denali Flight on 28-August-2017.   It was an outstanding experience in all aspects.  

The weather mostly cooperated, but the top 25% of the mou...",True,sentiwordnet_score
former,4,4,"review_0ededb1858d9abb48c99e31a :: At the spur of the moment, my friend and I️ decided to take a helicopter tour of the Grand Canyon with Maverick Helicopters. While on a day tour, with Detours of Phoenix, to Sedona...",True,sentiwordnet_score
image,4,4,"review_942ca886fbd16117029bd247 :: I'm from Utah and have been visiting Moab for over 20 years, but always from the ground. Flying over the landscape for the first time brought a life's worth of experiences into one...",True,sentiwordnet_score
matched,4,4,"review_ccbf41fd973bf287ad08897f :: We had questionable weather with heavy clouds and some rain, Josh gave us the option to cancel but also gave us some knowledgeable insights about what to expect, noting the cloud d...",True,sentiwordnet_score
normal,4,4,"review_a621d61d85c6d1941fd94167 :: Our Misty Fjords tour was a boat ride from Ketchican to the fjords, with a return by small plane.  The guides on the boat were informative and nice.  

The pilot seemed highly skil...",True,sentiwordnet_score
observe,4,4,review_070ee4f098f77e73ea379e77 :: The most beautiful flight ever! Got to see some of the sights never seen or accessible from the ground or on most helicopter tours. Pilot was very informative and really knew the i...,True,sentiwordnet_score
opened,4,4,"review_595f81fdcb4253cda3ff9c0e :: It was the highlight of our trip!  Amazing views, and we were given 20 minutes or so to walk around on the glacier, which was incredible.  Plus, we got to see Denali right up close...",True,sentiwordnet_score
optimum,4,4,"review_b58283299c24c1f0a7262592 :: I am an instrument-rated pilot from Texas.  My first concern is safety.  The TAT planes and equipment and first class, maintain like new, and in excellent condition.  Our pilot, Mi...",True,sentiwordnet_score
pattern,4,4,"review_ccb25da07452abe3256cab6b :: I was in Kauai first week of Sept. with my wife for her 30th birthday!!!  Wanted to do a fly over of island.  Everyone suggested a helicopter, but I found it hard to pay $175 to $2...",True,sentiwordnet_score
plant,4,4,review_a55ed73fced14a3fddf0a90e :: This is the best activity you can do in Kauai.  Going up in the air lends you access to places people cannot set foot onto otherwise.  I am so glad we booked with Wings Over Kauai....,True,sentiwordnet_score
pound,4,1,"review_ce23c1ddd00fe162177658fe :: To be fair, I want to say upfront that this review focuses not only on the provider but also on Trip Advisor (based on the comments of the owner/vendor that Trip Advisor is horribl...",True,sentiwordnet_score
privilege,4,4,"review_48861d1a4276178379e27007 :: We had the privilege of doing the Grand Canyon West Rim Adventure Tours.  We will never forget this AMAZING experience!!!  From the welcoming staff to  the incredible views, this i...",True,sentiwordnet_score
reflection,4,4,"review_e1281af34725779a02dd4420 :: Fun, friendly, a little less formal than the published brochure. Photography through a window is tough do to glare off glass - you will wind up with a reflection of yourself in mos...",True,sentiwordnet_score
restriction,4,4,"review_bf22e910f8c4fe6ed61226b0 :: My family and I took a plane ride with Air Ventures in August 2013.  If you are visiting Kauai, I would highly you recommend you see it by air.  Or you will be missing most of the ...",True,sentiwordnet_score
result,4,4,"review_7cef0078dac26bfb5c16f22d :: As a family with three young children (all under 6) and another on the way, many of the exciting things to do in Kauai were not practical so we decided to take a plane tour. To be ...",True,sentiwordnet_score
rewarded,4,4,"review_8cbe628c5c47e65c0e97f867 :: We stayed in Talkeetna for two nights, planning on a flight seeing on our first day there. We were scheduled for the first morning flight. The morning was very overcast and the fli...",True,sentiwordnet_score
sad,4,4,review_641866daade55fe429557808 :: Unfortunately Denali was socked in with weather. Also the glaciers had degraded to the point of no landings. We were very sad. K2 offered us an option to Knik. It was UNBELIEVABLE!...,True,seed_match
security,4,3,"review_c4e918eedbed49349a333a93 :: This is expensive, but worth every penny. If you visit the Grand Canyon and can afford it, we recommend you do it. For us it was one, if not the, highlight on our extended US trip ...",True,sentiwordnet_score
sensitivity,4,2,review_8bfdca3283b82e78169183ad :: This was our first time visiting Hawaii while our friends had been there several times.  To see the Na Pali coastline was a must.   We were there at the time of the hurricane scare...,True,sentiwordnet_score
