word,frequency,review_count,example_context
below,24,23,"review_aeffe92844e0341d0482bf45 :: A truly exceptional experience to fly above one of out planet's greatest wonders.
They are a highly professional team and courteous to boot.
With trepidation I embarked on the jour..."
friday,24,18,"review_d579c7ce2ec144775d909031 :: My family and I booked a package tour with Friday Harbor Seaplanes and Western Prince Explorer Whale Watching. We all had a great and comfortable time on the flight, which felt saf..."
harbor,24,19,"review_d579c7ce2ec144775d909031 :: My family and I booked a package tour with Friday Harbor Seaplanes and Western Prince Explorer Whale Watching. We all had a great and comfortable time on the flight, which felt saf..."
wouldn,24,23,review_d7363ca04bb287d27e5ef437 :: We had a great flight - very smooth and comfortable.  My husband took lots of amazing pictures and we learned a lot about Kauai.  We saw many areas we wouldn't have been able to se...
anchorage,23,20,"review_1ca9aaf183856fcc19dc934a :: After having taken a Denali flight in 2001, I decided I wanted to do a repeat flight out of Talkeetna on my recent visit to Anchorage, Alaska for an airport conference.  With the l..."
paul,23,20,"review_4b4ba93d00a26f2d30de6497 :: From the very beginning the flight was unbelievable. The sun was shining and the views were beyond spectacular!  A chance of a life time and well worth the price.
Paul made us feel..."
ray,23,15,"review_c45fce412fe0b4ef2ded54a8 :: Captain Ray, Jill and her employees were incredible. It felt like a family-run operation with decades of experience in the aviation industry, so it felt personalized and safe. I ca..."
via,23,21,"review_f41ced6c28445a8fe5b0c17c :: We booked the Combo Tour with Wings Over Kauai. Gina, the lady in the office, is super nice and welcomed us at the airport. You get free drinks and the atmosphare is very familiar...."
arch,21,17,"review_1776233371627a92b0294119 :: This was an awesome tour! Canyonlands National Park is very large and diverse, so the best way to see it is by air. The plane we were in held 6 passengers which was a perfect size...."
mike,21,17,"review_9bc58b345f1e58cd7137b462 :: Flight onto Denali, it was truly amazing! Mike, our pilot was so accommodating, went in between the clouds for us to get a look at Denali and how many people can say they saw the v..."
per,20,17,"review_ccb25da07452abe3256cab6b :: I was in Kauai first week of Sept. with my wife for her 30th birthday!!!  Wanted to do a fly over of island.  Everyone suggested a helicopter, but I found it hard to pay $175 to $2..."
across,19,19,review_0fb37d9b2df5130ddd5c05b4 :: We had Captain Shaydon for our tour.  He was very knowledgeable of the island and pointed out a lot of sites. We left the airport and headed clockwise around the island past our re...
climber,19,13,"review_9cfafef161c9d56897a0bdb3 :: Highly recommend K2 Aviation.  We were scheduled to fly a day later, but woke up yesterday morning to sunny, blue skies so we called K2, and they got us on the first flight out on ..."
doesn,19,19,"review_5f25933d61b76b7852dc85ff :: We booked Seawind on the cruise dock since we were uncertain about the weather.  We were assured the views would be good at Misty Fiords, so off we went!  The shuttle to and from t..."
kaua,19,15,"review_313e7cbf80667e10ee569c96 :: My friends, my husband and I had the most wonderful ""Bird's-eye view"" of Kaua'i! Being able to go around the whole Island and seeing the beautiful terrain from the air made our vis..."
why,19,17,review_be8faf48d8d937ed7f366e98 :: K2 Aviation is a super friendly and well-run organization. Views were amazing. So glad my teenage kids got to really see a glacier for what it is. We'd talked about them so much on...
andy,18,13,review_a7e898c537b347c0ed62fd69 :: This flight was the most beautiful thing I have ever experienced. Our pilot Andy flew great and the glacier landing was fantastic....
behind,18,18,"review_c707a808f642abfa36f36c84 :: Me,my wife and my 10 year old daughter booked a plane ride with Maui Plane Rides from New York for the second leg of our Hawaii trip.The plan was that my daughter could learn how t..."
bird,18,18,"review_6d4db7769c6c8818002f8065 :: I chose this because we had a party of six including three generations. Though the helicopters go lower and closer, we loved the bird’s eye view and smooth ride. The pilot was grea..."
upon,18,17,"review_0180711bcc1e4157afe5b416 :: We opted for a 45 minute flight in a Twin Otter Vistaliner to see more of the GC instead of going on the Skywalk.  It cost a little more but was sure worth it.  At check in, be pre..."
whether,18,18,"review_48861d1a4276178379e27007 :: We had the privilege of doing the Grand Canyon West Rim Adventure Tours.  We will never forget this AMAZING experience!!!  From the welcoming staff to  the incredible views, this i..."
antelope,17,8,"review_88502161ff9ad68f73b4c322 :: Took the Canyon Adventure tour that consisted of a plane ride early AM over the canyon, walk into Antelope Slot, and float ride down the Colorado River.  Expensive, but hands down ..."
five,17,14,"review_e4cc1730f464a4d0c89f027d :: We took the Pride of AMERICA Cruise around the islands and this was far and away the best of the five excursions we took.  Our pilot, Kevin, was fantastic.  I would do this again t..."
jill,17,14,review_cc3499cfbf1fc1c03c460bad :: We had a fabulous flight with Nate on the Private Luxury Air Tour.  Nate showed us everything and even circled around when he spotted whales near the shore for us to get a good loo...
mount,17,17,review_b93e41fc504c918647efc686 :: This place is professional and my sons had the flight of their lives!  We did the basic flight(no glacier landing) on a really clear day.  They saw Mount McKinley and enjoyed the w...
six,17,17,"review_6d4db7769c6c8818002f8065 :: I chose this because we had a party of six including three generations. Though the helicopters go lower and closer, we loved the bird’s eye view and smooth ride. The pilot was grea..."
visitor,17,17,"review_be59fcb99b0add1dc982d912 :: We booked a half hour flight with another couple that told us the gentleman was flying on the recommendation of his psychologist.  He got pretty nervous after takeoff, Pilot Fred t..."
weren,17,17,"review_97a9027a6615559e3eaab7aa :: We flew with Will from K2 Aviation, and it was an awesome experience! Even though we weren’t able to safely land on the glacier, we still got to see a lot of amazing landscapes, in..."
wok,17,13,"review_1807790e191ef3fbcb5b8edc :: As you can tell, we were so thrilled and excited to be able to book our second flight with WOK!  Once we booked the cruise, the very first tour that I booked (20 months in advance)..."
fast,16,16,"review_c602155441c88a5da2dca24a :: Company was referred to us by another, who could not accommodate plus size. These folks picked up up at Anchor Cove Mall (free shuttle from cruise ship), fast ride to airport. 
Eri..."
john,16,16,"review_9cdcdffc0670f64815799563 :: Great experience, John the pilot was superb and his knowledge during the tour was exceptional. On the day the shuttle service broke diwn and we was asked to get a taxi and the cost..."
landmark,16,15,"review_5c62c51e6e900a7e97a2f756 :: Beautiful flight from Lake Powell to Moab.  Our pilot, Chip was great, pointing out interesting landmarks. Thanks!..."
mark,16,11,review_0711f8313927cd22c4a60167 :: This was one of the highlights of our trip k2 were awesome what an amazing thing to do was land on the glacier  thanks again mark and debora andrews...
mary,16,7,"review_fb1f3af044acbdd8bece0a0b :: We were deciding between a helicopter or plane tour and decided to go with the plane tour after looking at the cost and reading reviews on TripAdvisor.  Bruce, Ellen and their daug..."
tony,16,11,"review_9da4cddfa0b912e31d4b25a5 :: Amazing experience all around.  Tony, our pilot, was a great guy and went out of his way to make sure everyone had a fun trip.  The next time I get a chance, I will basically go ou..."
tripadvisor,16,9,"review_2a5d985709d9161c55eb8f32 :: We wanted to visit the Napali Coast, but it's only available by air or boat.  We looked into the boat cruises.  The one we looked at started at 8am and would take 5 hours.  There w..."
among,15,15,"review_0ededb1858d9abb48c99e31a :: At the spur of the moment, my friend and I️ decided to take a helicopter tour of the Grand Canyon with Maverick Helicopters. While on a day tour, with Detours of Phoenix, to Sedona..."
despite,15,15,"review_aae7f27fc47da51db570690e :: Expensive but well worth while flight from Talkeetna with glacier landing . We were surprised how despite the clouds around Talkeetna, we had almost prefect blue sky above the moun..."
jt,15,14,"review_6fb64c037e4a0cccdd6fc116 :: We took the Air Venture tour with pilot JT and had a great experience.  The pilot gave information on the region and sights along the way, and the tour provided cool towels and wat..."
sedona,15,12,"review_4c604ac573a5ee974b8076dc :: My friends and I -(4) were picked up at the Sedona airport by Colby, our pilot.
He stayed with us throughout the whole experience and we couldn´t have hoped for a more pleasant, go..."
seem,15,15,review_366a0217246d209bb9329b77 :: How do you describe something that takes your words away and leaves you speechless?  This was meant to be a Floatplane and Alaskan Bear excursion.  We definitely saw the floatplane...
yourself,15,15,"review_048619c8b6d58255c6dcd01f :: I have done this trip twice now. It's an absolutely stunning experience. Try to give yourself a couple of backup days, because the weather can be pretty unpredictable...."
alcatraz,14,12,review_4a5aa2c9bde76b3b6a165745 :: Fantastic way to see the Golden Gate Bridge and Alcatraz from the air in a seaplane especially sat next to the pilot. A 20 minute journey was just enough . Conditions were very cal...
cent,14,14,review_63dd305875a7d6f1803650ca :: absolutely first class service and worth every cent.Ely our pilot was a very good host and guide...
employee,14,12,review_f73d578b77065f5eda68b5bc :: Best trip ever. You don't want to miss this. To be able to fly so close to the mountains and land on a glazier is just amazing. Pilot is very knowledgeable. The employees are great...
meet,14,14,"review_aeffe92844e0341d0482bf45 :: A truly exceptional experience to fly above one of out planet's greatest wonders.
They are a highly professional team and courteous to boot.
With trepidation I embarked on the jour..."
chip,13,10,"review_88502161ff9ad68f73b4c322 :: Took the Canyon Adventure tour that consisted of a plane ride early AM over the canyon, walk into Antelope Slot, and float ride down the Colorado River.  Expensive, but hands down ..."
