word,canonical_lemma,chinese_translation,emotion_category,frequency_21215,review_count_21215,example_context,in_nrc,in_vader
reassuring,reassuring,令人安心放心的,Relief / Reassurance,97,96,"review_4e42caa695f972732315a2ff :: From the reception at their airport office, to the flight, jeep tour and guides, and flight back, truly an amazing way to see Grand Canyon. All the staff and pilot were accommodati...",False,True
sweet,sweet,甜蜜的 / 甜美的,Unclassified,97,93,review_637b0b43ea5380f9cc4b150c :: I had a great time on the flight. I was able to ride shotgun both ways since I was a solo traveler. Bryce was very knowledgeable about the area and was super sweet when I got air s...,True,True
concern,concern,担忧 / 关切（焦虑感）,Unclassified,96,91,"review_fd0f8064c8d304a91a1a7613 :: My husband, adult son and I took the Maui Circle island Air Tour with Eric last week and thoroughly enjoyed every minute.  Eric is a seasoned pilot and his number one concern is th...",False,False
luckily,luckily,幸运地 / 幸亏,Unclassified,96,93,"review_71517e3ce817f415e63930fa :: Our flight over the Grand Canyon was spectacular and is one of my top travel experiences ever!  Our scheduled flight had to be canceled because of weather, but luckily there was ro...",False,True
poor,poor,贫乏的 / 差劲的,Unclassified,95,91,"review_c9d59d55b59a55b1552a009f :: We were supposed to go on a 30 minute flight over Miami. It was raining and windy that day, si I called the company 3x to see if I should head out to the airport. NO response.  10 ...",False,True
scary,scary,令人害怕的 / 吓人的,Unclassified,94,94,review_9cc699fcb8b3d3fab878cc9f :: I'm conflicted as to how to review Westwind as we had two different planes for our group of 16 family and friends (ages ranging from 25 - 60) who had completely different experienc...,False,True
enthusiastic,enthusiastic,热情的 / 充满激情的,Unclassified,93,90,review_d4b7b4ce8f5f74c6293cb6ee :: We used Northwest Seaplanes for a rather large family trip to the Hakai Lodge along the Central British Columbia Coast. They were able to handle our group of 29 with absolute profe...,False,True
apprehensive,apprehensive,忧虑的 / 不安的,Unclassified,92,91,"review_0e075f6c9e72f80f716f5434 :: My experience with Alaska Bush Float Plane Service was truly incredible!  Our pilot, Jason, took us deep into the Alaska Range, where we were able to view Mount McKinley, Mount Hun...",True,False
exhilarating,exhilarating,令人极为兴奋刺激的,Exhilaration / Excitement,90,89,review_2a8485ec6b1d000b7b581e6e :: This was one of the most exhilarating experiences I have had in my life! It is something that you need to experience for yourself - not something someone can tell you about. The wh...,False,True
honest,honest,诚实的 / 坦诚的,Unclassified,88,81,"review_58ba87f9326f017e0b3399ae :: I hate to write a review in the midst of COVID for a small business, but unfortunately due to our experience I’m writing this in hopes that nobody else has the same experience. We ...",True,True
inaccessible,inaccessible,难以到达的 / 偏远秘境感,Unclassified,86,85,review_89bc4efb65ff1dc3d76e8a81 :: We booked a private Ecostar Imperial helicopter tour for 6 people (the 40-50 minute flight from Grand Canyon airport in Tusayan) and we are all in agreement that this was by far th...,True,False
lucked,lucky,幸运地 (动词变体),Good Fortune / Joy,86,86,review_dffa01e8d9fc9048a74fe1f4 :: The flight and glacier were landing were amazing. We lucked out with the weather and the views were incredible. Don't miss it if you're going to Alaska!...,False,True
rushed,rushed,仓促的 / 匆忙的,Unclassified,85,79,"review_856d2aa6a78e7be940af3eac :: This was a once in a lifetime, amazing, beautiful experience. 

- the flight out of Scottsdale through the river valleys is beautiful.
- you get to see both north and south side of...",False,False
capable,capable,有能力的 / 熟练精湛的,Unclassified,84,83,"review_e2d4af7c903eec222c6d9cf8 :: Flight to Renton was smooth, educational  and very interesting. Pilot Andrew very professional, capable and enthusiastic.  Highly recommend to all age groups....",False,True
prone,prone,易患（晕机）的,Unclassified,84,84,review_1e6bde0c3142b379dd5fd3c6 :: Excellent Adventure! We chose Friday Harbor Seaplanes for round trip flights during a five day visit to Friday Harbor. Top to bottom excellent experience with this company. Great c...,False,False
simple,simple,简单明了的 / 省心的,Unclassified,84,83,review_d1dbb71690d1453e7bbc4b13 :: This was one of the best days of my life. I can’t say enough good things about this tour and the staff at Westwind. We would have skipped this tour after my mom broke her arm the d...,False,False
wonders,wonder,惊奇 / 奇观,Amazement / Wonder,83,82,"review_34b69f6a4def52d24aa59622 :: What an amazing trip, Captain Jack was not only a great pilot, but was fun and informative. He def. helped with the experience, however the star of the show is the views. Seeing th...",False,False
fascinating,fascinating,令人入迷极具吸引力的,Fascination,83,82,"review_d5214b768412bef008732dba :: We had an incredible experience with Alaska Float Plane Company! Our pilot, Jason, was absolutely fantastic. He was knowledgeable, helpful, and clearly passionate about what he doe...",True,True
grateful,grateful,感激的 / 感恩的,Unclassified,80,78,"review_e1b1a89e3c4bed96938773d0 :: Our family booked the 30 minute seaplane adventure as part of our cruisetour.  Due to rainy weather, we were not able to take the tour but I wanted to acknowledge the wonderful cus...",True,True
delightful,delightful,令人欢欣的,Unclassified,80,79,"review_5b214f13092466c89c4401ef :: The aerial tour of Sedona, Flagstaff and, of course, the Grand Canyon was fabulous. This was further enhanced by the south rim Hummer tour. This was all followed up with a bonus, d...",True,True
advantage,advantage,优势 / 极佳点,Unclassified,78,78,"review_51723800a5b62f088a8bc7d1 :: Honestly, although we absolutely loved Friday Harbor, the trip to and from Seattle ended up being one of the highlights of our trip! The experience and the views are amazing, and w...",True,True
assured,assured,安抚 / 确信,Unclassified,78,76,review_348b4aff02fdf2a7c1edf068 :: We had a once in a lifetime experience on Westwind's Signature Grand Canyon South and Ground Tour. I have a terrible fear of flying but I was desperate to be able to do this tour. ...,True,True
famous,famous,著名的 / 享誉的,Unclassified,77,71,review_786ea7ddef7d606209ef913e :: Friday Harbor Seaplanes are awesome! The views up to Friday Harbor are breathtaking~and you experience this adventure in a famous de Havilland Single Propeller Seaplane. Landing by...,True,False
pride,pride,自豪 / 骄傲,Unclassified,77,76,review_1ce5c9e936be6a39de2f4428 :: My husband and I booked this experience as part of our honeymoon. I can't adequately describe this experience because words like amazing or breathtaking don't do it justice. If you...,True,True
safer,safer,更安全的 / 更安心的,Unclassified,77,77,"review_b63c89982ba33e68605ad516 :: We chose to fly to an escape to Vancouver island and were impressed by the efficiency, hospitality and safety of this airline. We loved the views on the outbound trip - in fact the...",False,True
neat,neat,整洁的 / 干练的,Unclassified,76,75,"review_5b9a0e422d7e3521a3582753 :: We really enjoyed our flight with Alaska Bush Float plane service. Although Denali was clouded in, the pilot still took us as close as he could. He narrated the whole time and poin...",False,True
worthwhile,worthwhile,值得的 / 划算的,Unclassified,75,74,"review_9bfba60ecd923b586acd976b :: very worthwhile and smooth seaplane flight with a friendly and knowledgeable pilot, awesome views. most definitely recommend it....",False,True
coolest,coolest,最酷爽震撼的,Unclassified,75,75,"review_0d4bdc67354c4a2f01fc8010 :: Ethan flew us over Labyrinth Canyon, the Confluence, the Maze, the Needles, up the Colorado, and over the upper Castle Valley/Mill Creek drainages. He was super informative and fle...",False,False
stable,stable,平稳安心的,Unclassified,75,75,"review_d9f26eb9528467b776102553 :: When we got there it was sort of confusing on where to go but we were able to find it eventually. We were excited for the tour but as we got in the plane, it was a bit small uncomf...",True,True
promptly,promptly,及时迅速地,Unclassified,74,73,"review_278b0c04c816a76305f2d62c :: Westwind is unquestionably one of the best experiences I have had in travel.  We were scheduled to fly to the Grand Canyon on December 28th.  On Christmas Eve, we saw that weather ...",False,False
concerns,concerns,担忧 / 关切,Unclassified,73,71,review_032f5b472647ffceb9841d67 :: I scheduled a solo trip with my dog to scatter my mother’s ashes over the Puget Sound as she requested.  I was coming from out of town.  We were delayed one day due to weather cond...,False,False
greatest,greatest,最伟大的 / 极佳的,Unclassified,73,71,"review_6b53dc80f7c179846fa93d72 :: The greatest experience!!! 
I highly recommend doing this, you won’t be disappointed, we flew at night and really the view was spectacular!!! 

Sergio was our pilot and he was grea...",False,True
ideal,ideal,理想的 / 完美的,Unclassified,72,66,review_0feea62cebd439414c25d6fc :: My wife and I decided to spend Valentine’s Day in Sedona and booked an air tour of the Grand Canyon. I booked it over the phone with Lindsey whom seems to be the manager. She lead ...,False,True
peaceful,peaceful,平和宁静的,Unclassified,72,71,review_7dec9327e58c594ad18db947 :: Best part of this trip was the smooth and peaceful plane ride over the canyon!  Felt safe with our professional pilot Tom!...,True,True
understanding,understanding,体谅的 / 理解的,Unclassified,70,70,review_068f16e9ef0eaae251704aeb :: Horrible experience when the third party booking company doesn't communicate with the actual servicing company. And the policies of the booking company don't apply with the servici...,True,False
impossible,impossible,不可能的 / 难以置信的,Unclassified,65,65,review_348b4aff02fdf2a7c1edf068 :: We had a once in a lifetime experience on Westwind's Signature Grand Canyon South and Ground Tour. I have a terrible fear of flying but I was desperate to be able to do this tour. ...,True,False
tremendous,tremendous,震撼巨大的,Unclassified,64,64,"review_67ec29dad499a108c6c2dc7f :: It was great fun and tremendous time saving!  I was in Friday Harbor and just over an hour I was back home.  It made the weekend in the San Juan's possible.
The DeHavilland Beaver ...",False,False
