user_name,user_location,rating,rating_text,review_title,review_text,trip_type,helpful_votes,published_date,tour_name,has_photo,language,is_english,user_city,user_state,user_country,is_us_domestic,review_word_count,review_char_count,title_word_count,exclamation_count,uppercase_ratio,sentiment_polarity,sentiment_pos,sentiment_neg,safety_mention,helicopter_comparison,price_value_mention,coast_mention,canyon_mention,waterfall_mention,wildlife_mention,weather_mention,flight_crew_mention,ground_staff_mention,companion_mention,pilot_mention,staff_service_mention,guide_mention,pilot_service_mention,special_occasion,aircraft_type
Maedate61,,5,Aug 2019 • Family,A couper le souffle,"Très belle expérience , à couper le souffle. La traversée du Canyon du Sud au Nord et le survol du Colorado resteront un souvenir fort de notre périple dans l'ouest américain. Si vous pouvez vous le permettre financièrement c'est vraiment quelque chose a faire....",Family,0,2019-08-08,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,,,Unknown,0,44,264,4,0,0.026515151515151516,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Cristina Veroni... B,,5,Aug 2019 • Couples,Inolvidable,"Es una experiencia inolvidable, sobrevolar el Gran Cañón y estar suspendido en esa inmensidad con sus cambio de colores, formaciones y la profundidad del cañon..... toda una experiencia, muy recomendable!!! La empresa es muy formal y el piloto va narrando durante el viaje.",Couples,0,2019-08-08,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,,,Unknown,0,43,273,1,3,0.014652014652014652,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Déborah P,paris,5,Jul 2019 • Family,Époustouflant !,Le survol du Grand Canyon en hélicoptère est certes coûteux mais c’est une expérience à couper le souffle !!! Si vous ajouter 50 dollars... il y a une possibilité d’être assis à l’avant,Family,0,2019-08-06,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,French,0,paris,,Unknown,0,33,185,2,3,0.021621621621621623,0.5962,0.122,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Apprentice of Life,"Cary, NC",5,Jun 2019 • Family,"친절한 파일럿, 멋진 광경!",캐년을 한 눈에 바라볼 수 있었던 멋진 투어입니다. 파일럿께서 전반적인 그랜드캐년을 소개해주시면서 좋은 모습을 보여줍니다. 사진과 비디오 구입도 가능합니다.,Family,0,2019-07-19,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,Korean,0,Cary,NC,United States,1,19,87,4,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Cothy08,"Grenoble, France",5,Jul 2019 • Family,Superbe expérience,"Absolument parfait malgré un prix un peu élevé, ça en vaut la peine et notre pilote, David, était très agréable.",Family,0,2019-07-05,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Grenoble,,France,0,20,112,2,0,0.017857142857142856,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Dirk S,,5,,Toller Flug über den GC! Daumen hoch für Maverick,"Super Empfehlung für Maverick Helikopter. Toller Pilot, neuer Helikopter und wunderbarer Flug.  
Es sind um 8 Uhr 7 Touren gestartet und alle Helikopter waren  nur mit 4-5 Passagieren besetzt, obwohl 7 Sitze pro Maschine vorhanden sind. Es wurde also nicht am falschen Ende gespart, sondern allen Gästen die beste Erfahrung ermöglicht. 

Toll!",Unknown,0,2019-06-08,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,German,0,,,Unknown,0,52,343,9,1,0.05830903790087463,0.0,0.071,0.071,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Helicopter
Carlos T,"Castelar, Argentina",4,May 2019 • Couples,Experiencia única. Una vez en la vida hay que concretarla.,"Es un espectáculo genial. Las vistas y la sensación de estar flotando sobre esa inmensa muestra de la naturaleza es increíble. El servicio fue muy bueno y no le colocó un “perfecto” por un detalle, debería tener un traductor simultáneo de lo que explica el piloto como creo que posee la compañía competidora en este sitio (Papillon) ya que si no dominas el inglés fluidamente quedas excluido de los comentarios del piloto.",Couples,0,2019-06-03,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Castelar,,Argentina,0,72,422,10,0,0.009478672985781991,-0.1531,0.038,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
pinax111,"Andorra la Vella, Andorra",5,Jun 2019 • Couples,Espectacular,"Nos montamos al helicoptero al día siguiente de haber pasado el día entero en el Grand Canyon y fue espectacular, las vistas desde arriba son una pasada. Te quedas igual de sorprendido que cuando ves el canyon por primera vez. No sé el precio de la excursión ya que fue un regalo, tuvimos el tour de 45minutos y fue muy bonito. Es 100%recomendable, el piloto muy simpático.",Couples,0,2019-05-31,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Andorra la Vella,,Andorra,0,67,373,1,0,0.0160857908847185,0.2023,0.044,0.032,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Helicopter
Ana-batistine,"Saint-Chaptes, France",5,Jun 2018 • Family,Inoubliable,Je recommande cette sortie même si c’est un budget important car la découverte du grand canyon vue du ciel est époustouflante surtout que pour nous c’était une première nous avions réservés les places à l avant avec supplément mais aucun regret une version en français pour les explications genial,Family,0,2019-05-18,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,French,0,Saint-Chaptes,,France,0,49,297,1,0,0.003367003367003367,0.5859,0.142,0.052,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
romajado,madrid,5,,Maravillosa experiencia,"Nos pareció una experiencia que superó nuestras expectativas, escogimos Maverick porque nos habían hablado muy bien de sus helicópteros y la seguridad , y así fue.
Lo único que no recomiendo es comprar la foto Antes de subir, porque luego te haces fotos con tu cámara 

Por lo demás, una compañía estupenda, con unos helicópteros muy nuevos y nos dio mucha seguridad, además de disfrutar de la experiencia",Unknown,0,2019-05-16,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,madrid,,Unknown,0,68,405,2,0,0.012345679012345678,-0.296,0.0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
ANTOINE G,"Fameck, France",5,Feb 2019,Le Grand Canyon en hélicoptère,Découvrir le Grand Canyon en hélicoptère est magique en passant près des falaises vous en aurez plein les yeux,Unknown,0,2019-03-07,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Fameck,,France,0,19,110,5,0,0.02727272727272727,0.4588,0.143,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Rafaela F,"Brasilia, DF",5,,Maravilhoso,"Passeio de 25 minutos em um helicóptero para 7 pessoas que vale muito a pena. A vista do Grand Canyon é lindíssima e a visão aérea da paisagem é de tirar o fôlego. Equipe responsável com todos os itens de segurança a bordo, além de ser um helicóptero moderno e confiável. Apesar de caro vale cada centavo.",Unknown,0,2019-01-05,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,Spanish,0,Brasilia,,Df,0,57,305,1,0,0.019672131147540985,0.4588,0.061,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Gladys P,,5,Nov 2018 • Friends,Tour en hélicoptère - Grand canyon,Bon accueil du personnel- Une expérience inoubliable- grand professionnalisme du pilote - tout à fait exceptionnel- le seul regret :pas de commentaires en français,Friends,0,2018-11-16,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,,,Unknown,0,24,163,6,0,0.012269938650306749,-0.0772,0.114,0.163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Gert K,"New York City, NY",5,Oct 2018 • Couples,Helt overkligt!,"Mest häftigast vi varit med om, vår andra helikoptertur blev en fantastisk upplevelse. Duktig, säker och kunnig pilot samt en sagolik natur som måste upplevas i verkligheten gjorde den här turen till ett minne för livet.
Rekommenderas !",Couples,0,2018-10-15,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,Other Non-English,0,New York City,NY,United States,1,38,236,2,1,0.012711864406779662,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Helicopter
A Tripadvisor Member,,5,Oct 2018 • Friends,Two thumbs up,"我们在大峡谷停留了两个晚上，第二天下午安排了Maverick’s的Canyon Spirit。整体飞行时间大概是45分钟，登机前工作人员给予了比较充分的安全须知说明，包括在柜台时客服还给了我们详细的中文清单须知。因为直升机的空间有限，同时受重量影响，一般任何小包（包括双肩包或手提包）都是不能带的，随身可带手机、照相机和钱包。

直升机里挺干净的，座位也挺舒服。我们的飞行员是一个叫BJ的帅锅，人很nice，对我们七个女的特别有耐心，他有超过八年的驾驶经验，之前是驾驶学校里的教官，据说还追过龙卷风呢。除了直升机刚爬升时有点担心，整个过程BJ都开得非常稳，一点不像飞在空中，很安全。

直升机之旅价格是高的，但绝对物有所值，可以说是我们15天美西之旅的亮睛之笔，大家都非常满意，我的朋友甚至提出要不多给点钱再飞久一点。

来大峡谷玩的朋友，千万不要错过这个精彩的节目。",Friends,0,2018-10-15,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,Chinese,0,,,Unknown,0,5,384,3,0,0.018229166666666668,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
pipilotta,"Eckernforde, Germany",5,,Immer wieder,"Super geniales Erlebnis....einfach Hammer toll....hat alles wunderbar geklappt und war jeden cent bzw Euro wert.
Würde es jederzeit wieder machen.man sieht dadurch vom Grand Canyon einfach mehr und hat mal nen Eindruck wie groß er wirklich ist",Unknown,0,2018-10-03,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,German,0,Eckernforde,,Germany,0,37,243,2,0,0.03292181069958848,0.4588,0.154,0.087,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
632caterinac,"Seriate, Italy",5,Aug 2018,Volando libera,"Esperienza spettacolare ed emozionante , mi sono sentita il cuore battere da una forte e bellissima sensazione di libertà!! consiglio vivamente questa esperienza a tutti",Unknown,0,2018-10-03,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,Italian,0,Seriate,,Italy,0,25,169,2,2,0.005917159763313609,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
jesjor,Denmark,5,Sep 2018 • Friends,Super helikopter tus med maverick,"Det er en super helikopter tur. Havde en tidlig tur, og alt fungerede. Kompetent pilot som gennemgik sikkerhds tjek osv. meget stilel og roligt.
Var så heldige at vi kun var os 4 i helikopteren. Det er helt super fantastisk flyvetur ud over grand canyon og alle pengene værd.
Han fortalte en masse og svarede beredvilligt på alle spørgsmål.",Friends,0,2018-09-27,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,Other Non-English,0,,,Denmark,0,59,340,5,0,0.01764705882352941,0.8957,0.167,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter
Michele G,"Rimini, Italy",5,Aug 2018 • Family,Esperienza memorabile!,"Maverik . Molto attenti alla sicurezza, elicotteri nuovi, il nostro pilota era molto disponibile a spiegare ciò che vedavamo. Costa parecchio ma ne vale la pena",Family,0,2018-09-01,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Rimini,,Italy,0,26,160,2,0,0.01875,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
chrisb91,"Orsay, France",5,Aug 2018,Inoubliable 45min au dessus du GRAND très grand canyon,"Le tarif peut en rebuter bcp. Mais, quel moment inoubliable à offirir à votre famille si vous pouvez. L'hélicoptère est très récent et vous donne un panorama exceptionnel. Le pilote, très agréable, survole et traverse les canyons en décrivant les noms donnés à bcp de pitons rocheux. A l'issue du vol, vous pourrez acquérir la vidéo de VOTRE vol et la photo souvenir pour ~45$. Le moment magique : le Grand Canyon qui s'ouvre après avoir survolé les pins au départ. Waouh",Unknown,0,2018-08-28,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Orsay,,France,0,82,471,9,0,0.029723991507430998,0.4588,0.038,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
fredisalulu,"Thorigny-sur-Marne, France",5,Aug 2018 • Family,MAGNIFIQUE,"Pilote est  super Sympa. le Paysage Magnifique est a couper le souffler.
A faire  sans hesiter la moindre seconde.
Bref Top!",Family,0,2018-08-23,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Thorigny-sur-Marne,,France,0,21,124,1,1,0.056451612903225805,0.7177,0.261,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Eric L,"Nice, France",5,Aug 2018 • Family,Vol en Hélicoptère,"Super Vol 30mn de Grand Plaisir
Décollage à l’heure Plein les yeux au dessus du Grand Canyon
Hélicoptère Très stable
Grand Moment avec dans le casque de la bonne musique qui accompagne notre vol (Sting Christopher Cross John Williams...)",Family,0,2018-08-23,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,French,0,Nice,,France,0,39,237,3,0,0.07172995780590717,0.9337,0.314,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter
ENRIQUE B,"Madrid, Spain",2,Jul 2018 • Couples,Buen trato y servicio. La experiencia no vale lo que cuesta,"La experiencia debería ser. Por desgracia, si tienes la mala suerte de que te toque sentarte atrás, como fue mi caso, la cosa cambia bastante. Mientras que los pasajeros de la primera fila tienen una vista de casi 180º, con una cabina que se extiende prácticamente hasta sus pies, si te toca atrás y en el centro, tienes que andar torciendo la cabeza para poder ver algo por las ventanas laterales o por encima de las cabezas de los de delante

El problema es que la distribución la hacen por pesos, y no te la dicen hasta el momento de montarte en el helicóptero. Y pagas lo mismo que el resto.

En mi opinión, deberían evitar asignar asientos en la parte trasera, y en caso de asignarlos, ofrecer al menos 50$ de descuento. 

En resumen, salí de el viaje sintiéndome estafado. Y las vistas son bonitas, pero no mucho mejores de las que puedes ver caminando. Lo más importante es la sensación de sobrevolar los cañones, y esa no la tuve",Couples,0,2018-08-20,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Madrid,,Spain,0,171,937,11,0,0.0096051227321238,-0.6808,0.0,0.039,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Helicopter
L_,"Vejle, Denmark",5,Aug 2018 • Family,en drøm gik i opfyldelse,"Vi er en familie på 4, som besluttede at bruge de mange penge på helikopter tur ud over Grand Canyon - og det var en stor oplevelse. Vi bestilte turen dagen før og var heldige der var plads kl 11:30. Vi var 6 i en helikopter så 3 af os sad ved vinduet - og havde rigtig godt udsyn.
De var meget professionelle - og piloten meget kompetent og god til at fortælle.
Vi så også bøfler fra helikopteren.",Family,0,2018-08-10,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,German,0,Vejle,,Denmark,0,79,398,5,0,0.017587939698492462,0.25,0.065,0.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Reto L,,5,,Schöner Rundflug,"Schöner Rundflug über den Grand Canyon. Hatten Glück. Nur 5 und nicht 7 Passagiere, so hatte jeder einen Fensterplatz.
Leichtere Personen Vorne, schwere Hinten. Platzzuteilung / Gewichtsverteilung erfolgt durch den Piloten. Die 2 mittleren Plätze Hinten wären nicht so toll.
Gute Erklärungen über die Entstehung des Canyon.",Unknown,0,2018-08-04,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,,,Unknown,0,47,323,2,0,0.07120743034055728,-0.7003,0.059,0.154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Carolina C,"Sao Paulo, SP",5,Sep 2017 • Couples,Espetacular!!,"Se estiver em Tusayan para visitar o Grand Canyon National Park, não deixe de fazer este passeio. O horário da manhã é o melhor para evitar neblinas ou eventuais cancelamentos em decorrência de alterações climáticas. O helicóptero é bem confortável, e o melhor: a janela é enorme!! Dentro dele cabem 6 pessoas que terão seus assentos definidos de acordo com o peso.",Couples,0,2018-08-03,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,Spanish,0,Sao Paulo,,Sp,0,62,365,1,2,0.024657534246575342,0.555,0.068,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Olga Petrovna,"Barcelona, Spain",5,Jul 2018 • Family,Maravilloso,"Es impactante ver el Gran Cañón desde el aire. Los empleados, el piloto y todos los empleados muy amables. Importante es decir que no me mareé y eso es difícil pues me mareo hasta en un columpio. Se lo dije al piloto y estuvo magnífico.
Tener en cuenta que hay obras en el parque y a veces te paran hasta media hora, cosa que te puede hacer llegar tarde a la cita de salida. Nosotros llegamos sólo 5 minutos antes!",Family,0,2018-08-03,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,French,0,Barcelona,,Spain,0,80,414,1,1,0.01932367149758454,-0.3595,0.0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Susanne G,"Boppard, Germany",5,,Einzigartiges Erlebnis,Trotz Flugangst ein grandioses Erlebnis. Mit unserem Piloten Vernon fühlten wir uns von Anfang an sehr gut betreut und sehr sicher. Der Helikopter gleitet durch die Luft fast ohne dass man es merkt. Während des Fluges haben wir Hinweise durch Vernon  zum Grand Canyon bekommen. Auch wenn es eine Stange Geld kostet.....Es lohnt sich.,Unknown,0,2018-07-30,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Boppard,,Germany,0,54,333,2,0,0.06006006006006006,-0.2263,0.051,0.066,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Dr Phil BE,"Bolland, Belgium",5,,a impérativement faire,l unique moyen de se rendre compte de l immensité du canyon. c est une des 7 merveilles naturelles du monde. la voir au ras du sol est déjà impressionnant mais ne rend pas compte de sa dimension. le vol à basse vitesse (hélicoptère) est donc à faire et représente un budget modéré comparé à votre voyage en entier : indispensable.,Unknown,0,2018-07-29,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Bolland,,Belgium,0,61,330,3,0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
voliv6,"Andrezieux-Boutheon, France",5,,Expérience inoubliable au dessus du Grand Canyon,"Nous sommes une famille de 4 personnes. Notre fille à 12 ans et notre fils, 10 ans. 
Tout le monde a été émerveillé par les paysages grandioses proposés et commentés par notre pilote de Maverick. (En anglais)
Super pro, Appareil Airbus Helicopters récent de très grande qualité. 
Très bonne qualité d’accueil.
Consignes de sécurité rassurantes.
Décollage et atterrissage sur doux. Vol sans perturbation.
En ce qui concerne le vol au dessus du Grand Canyon, c’est grandiose et ça complète parfaitement une visite vue du sol avec des points de vues incroyables sur le Colorado et la North Rim.
Certes c’est pas donné mais c’est inimaginable de ne pas faire cette activité lors d'un Road Trip au USA.
Je recommande vivement car vous ne serez pas déçu.

Merci Maverick pour cette expérience inoubliable!",Unknown,0,2018-07-25,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,French,0,Andrezieux-Boutheon,,France,0,132,799,7,1,0.03504380475594493,0.7712,0.053,0.011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Jean Guillaume M,"La Rosiere, France",5,,Excellent tour en hélicoptère,45 minutes de bonheur ! Très bon accompagnement. Super hélicoptères. Vues magnifiques du Grand Canyon. Très professionnel. Une expérience unique.,Unknown,0,2018-07-25,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,La Rosiere,,France,0,20,145,4,1,0.04827586206896552,0.8016,0.297,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
