user_name,user_location,rating,rating_text,review_title,review_text,trip_type,helpful_votes,published_date,tour_name,has_photo
Dominic J,,5,Feb 2023 • Couples,Excellent,Very good experience. I recommend this experience to anyone interested. I got to see the whole of miami seafront. Very Education. The pilot eduardo was extremely friendly and experience.,Couples,0,2023-02-14,12-392_Eagles AirLine_attraction_review_2025-02-27,1
Andrea A,,5,Feb 2023 • Friends,Incredible,"Awesome ride to view the beautiful city of Miami from above!! 
Loved it
Would recoomend it to everyone!!",Friends,0,2023-02-12,12-392_Eagles AirLine_attraction_review_2025-02-27,1
shevone s,,5,Feb 2023 • Couples,Wonderful,Was a really a great experience would recommend it to anyone me and my girlfriend really love our tour,Couples,0,2023-02-11,12-392_Eagles AirLine_attraction_review_2025-02-27,0
Keisha L,"Fort Lauderdale, FL",5,Jan 2023 • Couples,Great,Our pilot was nice &’d amazing I enjoy every minute of it we saw the Amazing Miami streets n beaches I will do it again and I would book them again.customer service awesome,Couples,0,2023-01-31,12-392_Eagles AirLine_attraction_review_2025-02-27,0
Adam L,,5,Jan 2023 • Couples,Highly Recommend!,"Great pilot, amazing views, accommodating staff, fair pricing, overall 10/10 would highly recommend!",Couples,0,2023-01-18,12-392_Eagles AirLine_attraction_review_2025-02-27,0
Carl M,,5,Jan 2023 • Friends,Definitely worth it,It was so fun definitely worth it would do it again Joel our pilot was amazing he was showing us around and explaining to us  about everything we were seeing,Friends,0,2023-01-09,12-392_Eagles AirLine_attraction_review_2025-02-27,1
Maquella B,,5,Jan 2023 • Couples,Love the view,To see how beautiful Miami is. Flying over the water was a lil scary tho🤣🤣. It's my BF bday. Love.,Couples,0,2023-01-01,12-392_Eagles AirLine_attraction_review_2025-02-27,1
Silvia H,,5,Dec 2022 • Couples,Gut,Es war großartig Miami von oben zu sehen. Empfehlenswert. Der Pilot hat uns viele Informationen gegeben.,Couples,0,2022-12-31,12-392_Eagles AirLine_attraction_review_2025-02-27,0
Chai,,5,Dec 2022 • Couples,Great experience!,"Amazing views and experience. Joel, our pilot, did an awesome job of explaining different parts of Miami.",Couples,0,2022-12-25,12-392_Eagles AirLine_attraction_review_2025-02-27,0
Darlene F,,5,Dec 2022 • Couples,Amazing!,Joel was our pilot and was extremely nice and patient. It was a knowledgeable tour and we very much enjoyed ourselves.,Couples,0,2022-12-24,12-392_Eagles AirLine_attraction_review_2025-02-27,1
Abinash kumar P,,5,Dec 2022 • Couples,Great sight,"the tour was great and worth visiting. 
the sightseeing of miami beach was great.
Will definitely visit again.",Couples,0,2022-12-11,12-392_Eagles AirLine_attraction_review_2025-02-27,0
Yanet m,,5,Dec 2022 • Couples,Nice experience,"Super nice experience, wonderful view.
We saw a beautiful sunset, good pilot and work team.
We recommend 💯",Couples,0,2022-12-10,12-392_Eagles AirLine_attraction_review_2025-02-27,1
Carlos Natarejn,,5,Dec 2022 • Couples,I highly recommend this trip.,"Amazing experience! Literally dope. Its my second time flying on a plane, it was awesome to he honest.",Couples,0,2022-12-10,12-392_Eagles AirLine_attraction_review_2025-02-27,1
Jesus A,,5,Dec 2022 • Friends,Best air tour in South Beach,"Toda la experiencia fue genial, desde el momento que llegamos el piloto Sergio nos recibió y preguntó por todo lo que fuéramos a necesitar incluso nos ofreció copas para hacer el brindis por el cumpleaños de mi amiga, las vistas maravillosas y durante todo el viaje nos describió cada uno de los lugares que podíamos apreciar desde el aire.",Friends,0,2022-12-05,12-392_Eagles AirLine_attraction_review_2025-02-27,1
Vivek,,5,Dec 2022 • Couples,Amazing experience,It was a awesome experience. Pilot and supporting staff were simply amazing. Gave a first class experience,Couples,0,2022-12-04,12-392_Eagles AirLine_attraction_review_2025-02-27,0
Michelle,,5,Oct 2022,Awesome experience,We selected the 30 minute tour for sunset (6:30pm). This was such a cool experience; something different and exciting to do in Miami. Our Pilot was so nice and the ride was extremely smooth - ZERO TURBULENCE. I will definitely do this again.,Unknown,0,2022-10-18,12-392_Eagles AirLine_attraction_review_2025-02-27,0
Roxanna T,,5,Sep 2022 • Family,Must experience!!,I booked this tour for my son’s 13th birthday because he wants to be a pilot one day. He was so surprised and amazed! He had the most amazing time flying. Pilot was very experienced and knowledgeable. Best and Beautiful experience!!,Family,0,2022-09-18,12-392_Eagles AirLine_attraction_review_2025-02-27,1
VTB12,The Netherlands,4,Aug 2022 • Couples,South Beach tour,30 minuten zijn voorbij gevlogen. We hadden goed weer en een prachtig uitzicht! Gave ervaring. Netjes ontvangen en een zeer aardige piloot!,Couples,0,2022-08-12,12-392_Eagles AirLine_attraction_review_2025-02-27,1
Kelly T,,1,May 2022 • Solo,Upsetting,"Even due to weather, they wont even do a refund or is able to do a voucher for one year. Honestly very upsetting. It was raining really hard and super cloudy and they made no circumstances. Even if it is sprinkling, absolutely no refund.",Solo,0,2022-05-31,12-392_Eagles AirLine_attraction_review_2025-02-27,0
Kai,,5,Apr 2022 • Friends,Amazing,"My friends and I had an amazing experience. Sergio the pilot was very friendly. This was an amazing time, especially for the price. Recommending this to all my friends. Loved this",Friends,0,2022-04-24,12-392_Eagles AirLine_attraction_review_2025-02-27,1
Amanda M,,5,Dec 2021,We enjoyed our time and their prices are very reasonable,"Nice flight tour, the pilot was nice and welcoming, as well as the owner, we enjoyed our time and their prices are very reasonable, I did recommend it to my sister in law to try it in her anniversary.",Unknown,0,2022-01-08,12-392_Eagles AirLine_attraction_review_2025-02-27,0
ali k,,5,Nov 2021 • Couples,"Very good experience 
.","One of my best experiences with my wife. The pilot was very friendly. If you want to try something different in Miami, i really suggest it.",Couples,0,2021-11-25,12-392_Eagles AirLine_attraction_review_2025-02-27,0
Leslie L,,5,Sep 2021 • Friends,"Fantastic tours, and super affordable",Thank you so much Sergio for making our experience so special! Would definitely recommend most beautiful views. Hopefully we will be back again soon!,Friends,0,2021-09-09,12-392_Eagles AirLine_attraction_review_2025-02-27,1
Jason,"Dubai, United Arab Emirates",5,Sep 2021 • Couples,Recommended,"Awesome tour highly recommended. Good service, owner and pilot very friendly 
Great experince would do it again",Couples,0,2021-09-07,12-392_Eagles AirLine_attraction_review_2025-02-27,0
Jo R,,5,Sep 2021,BEST tour ever! Highly recommended,"This was our first time to take a private tour and it was an amazing experience! We enjoyed the view, the owner and pilot were very friendly/hospital and their prices are very reasonable. Definitely doing this again and would highly recommend it",Unknown,0,2021-09-06,12-392_Eagles AirLine_attraction_review_2025-02-27,0
kyle E,"Miami, FL",5,Sep 2021,VIP FLIGHT TOUR with reasonable Price highly recommend it for everyone😊,We had an amazing experience! And the views were spectacular! The owner was very attentive and accommodating we arrived earlier than our departure time and he greeted us with bubbly! Our pilot Leo was amazing! He gave us the VIP night tour he pointed out some of Miami’s popular landmarks from the sky. We had an absolute amazing time! Thank you guys so much,Unknown,0,2021-09-04,12-392_Eagles AirLine_attraction_review_2025-02-27,1
Jen R,,5,Sep 2021 • Friends,Best tour ever!,"One of the best tours in Miami, we had an amazing experience and the pilot was very friendly. Highly recommended",Friends,0,2021-09-04,12-392_Eagles AirLine_attraction_review_2025-02-27,1
Niklas Z,,5,,Again and again!,"Are slightly late started but it was worth the wait!! 
Best to book the tour at sunset! Super Pilot!",Unknown,0,2025-01-17, 89  Eagles Air Tour Private 45 Minute Plane Tour of Miami,0
hazinbint,Czech Republic,5,Nov 2024 • Family,Miami is most beautiful from the air,"The scenic flight was shorter than scheduled, but we still managed to see all the sights we wanted. The aircraft was a bit older but got us there safely. The pilot was friendly and pleasant, making the sightseeing experience enjoyable. We will definitely return for another scenic flight",Family,0,2025-01-03, 89  Eagles Air Tour Private 45 Minute Plane Tour of Miami,0
Laurent C,"Bourgoin Jallieu, France",5,,Amazing experience,"A warm and kind welcome from the professional teams. 
An outstanding pilot who knows how to reassure you with a ⭐⭐⭐‐‐ pilot. A well explained tour despite my basic English. A discovery of Miami and its surroundings amazing sky view. It was my first time in a small plane and, what a beautiful experience.  Thank you and bravo!!!",Unknown,0,2024-11-14, 89  Eagles Air Tour Private 45 Minute Plane Tour of Miami,1
Shaun M,,5,May 2024 • Couples,Miami Beach Plane Tour,Great trip and great pilot. Very professional and informative but did not over do it on the talking. He kept the plane very calm and steady for the entire flight. We saw all of miami beach and took many awesome photos. Can't beat the price also. Would definitely recommend this tour to anyone visiting miami beach.,Couples,0,2024-05-15, 89  Eagles Air Tour Private 45 Minute Plane Tour of Miami,1
DJ Frustration,"Pinecrest, FL",5,May 2024 • Family,Best time up in the sky!!!,"We took my son on an incredible adventure!! Sergio our pilot was awesome and very knowledgeable about the area and sites. The trip went by so quickly!!! Could have stayed up there for hours!! Thanks, Sergio!!!",Family,0,2024-05-05, 89  Eagles Air Tour Private 45 Minute Plane Tour of Miami,1
lucas r,,5,Apr 2024 • Couples,Have to if you’re in Miami!,Experience was amazing!! Will definitely recommend everyone I can. Sergio was a great pilot and guide as we were up on the sky! Can’t get these views anywhere else.,Couples,0,2024-04-26, 89  Eagles Air Tour Private 45 Minute Plane Tour of Miami,1
Chen S,,5,Apr 2024 • Family,Overall a good experience,"There was a miscommunication when I booked the tour over the phone through Viator.  I thought I was booking a Monday afternoon tour but I didn't find it out until I called the tour operator at the meeting point. Luckily the operator immediately rescheduled to a tour to one hour later and the pilot was very friendly. 

The only complain is the confusion at the meeting point. The people at the front desk do not work with the tour company. You need to call the operator with a number on a notice at the front desk. I didn't know this after having waited for more than one hour.  I tried to communicate via Viator app but no response.",Family,0,2024-04-09, 89  Eagles Air Tour Private 45 Minute Plane Tour of Miami,0
Angélique F,"Larra, France",5,,Wow,Many thanks for this experience. Our pilot was fantastic and very reassuring. Seeing Miami beach from the sky is an experience to do. It's breathtaking. thanks again,Unknown,0,2024-04-08, 89  Eagles Air Tour Private 45 Minute Plane Tour of Miami,1
Constanza C,,1,Mar 2024 • Family,Lack of maintenance on planes and terrible customer service,"Terrible experience, don’t recommend. They schedule flights every 30 mins and don’t do maintenance between flights. When we arrived this super young pilot comes out in shorts and flip flops, barely talks to us (his name was Sergio). Once we were up in the air for 5 mins we hear him ask for permission for landing. I asked him why we were going back and he said “something was dirty in the motor but he couldn’t explain it in words I would understand”.  We arrived, he made us get off, and had us call customer service for a refund. Nobody gave us any explanations or apologies. Don’t waste your time here, find yourself a reputable company",Family,0,2024-03-18, 89  Eagles Air Tour Private 45 Minute Plane Tour of Miami,0
Ross,,5,Mar 2024 • Couples,Visit Miami by flight,"A great time, the view of Miami is magnificent
A little attention for the photo and video in front of the plane which is a pleasure before taking off",Couples,0,2024-03-11, 89  Eagles Air Tour Private 45 Minute Plane Tour of Miami,1
Anna L,"Miami, FL",5,Feb 2024 • Couples,Valentines Gift,"Our pilot was Great… the views over Miami were stunning 
It was a gift for my girlfriend for the valentines and everything was as promised.
Definitely will repeat it again.
Thank you 100/100",Couples,0,2024-02-16, 89  Eagles Air Tour Private 45 Minute Plane Tour of Miami,1
stephanie p,,2,Jan 2024 • Couples,Disappointed,"The view was beautiful, however we experienced multiple issues with this trip. The flight was delayed so we missed the sunset flight and nobody called to make us aware of the delay. also, the pilot didn't speak english so we couldn't understand the navigation and the plane smelled absolutely horrible.",Couples,0,2024-01-29, 89  Eagles Air Tour Private 45 Minute Plane Tour of Miami,0
